Region,City,Year,Country,Month,OriginalMonthlyValue,flight_trends,airbnb_trends,hotel_trends
La Rioja,Logroño,2024,Spain,February,70.968,0.0,1.75,22.0
La Rioja,Logroño,2024,Spain,March,129.913,0.0,0.6,23.8
La Rioja,Logroño,2024,Spain,April,124.435,0.0,0.0,24.25
La Rioja,Logroño,2024,Spain,May,149.707,0.0,0.5,24.5
La Rioja,Logroño,2024,Spain,June,150.175,0.0,1.0,23.8
La Rioja,Logroño,2024,Spain,July,221.659,0.0,2.0,23.75
La Rioja,Logroño,2024,Spain,August,283.799,0.0,1.25,26.25
La Rioja,Logroño,2024,Spain,September,158.905,0.0,1.8,26.4
La Rioja,Logroño,2024,Spain,October,136.641,0.0,0.0,21.25
La Rioja,Logroño,2024,Spain,November,107.789,0.0,0.0,16.0
La Rioja,Logroño,2024,Spain,December,88.571,0.0,0.0,15.0
Aragón,Zaragoza,2020,Spain,January,91.566,0.5,3.75,78.75
Aragón,Zaragoza,2020,Spain,February,109.409,0.0,5.5,86.0
Aragón,Zaragoza,2020,Spain,March,173.459,0.4,1.6,43.6
Aragón,Zaragoza,2020,Spain,April,216.909,0.0,0.0,19.75
Aragón,Zaragoza,2020,Spain,May,268.381,0.0,1.2,24.0
Aragón,Zaragoza,2020,Spain,June,478.811,0.0,3.25,46.75
Aragón,Zaragoza,2020,Spain,July,1.045.139,0.0,2.75,50.25
Aragón,Zaragoza,2020,Spain,August,1.541.993,0.0,2.4,44.8
Aragón,Zaragoza,2020,Spain,September,702.565,0.0,2.25,44.25
Aragón,Zaragoza,2020,Spain,October,687.931,0.0,1.75,38.5
Aragón,Zaragoza,2020,Spain,November,380.074,0.0,0.4,27.6
Aragón,Zaragoza,2020,Spain,December,501.440,0.0,2.0,29.5
Aragón,Zaragoza,2021,Spain,January,91.566,0.0,0.4,27.4
Aragón,Zaragoza,2021,Spain,February,109.409,0.0,1.25,35.25
Aragón,Zaragoza,2021,Spain,March,173.459,0.0,0.75,32.75
Aragón,Zaragoza,2021,Spain,April,216.909,0.0,1.75,35.0
Aragón,Zaragoza,2021,Spain,May,268.381,0.0,3.0,51.0
Aragón,Zaragoza,2021,Spain,June,478.811,0.0,3.25,55.75
Aragón,Zaragoza,2021,Spain,July,1.045.139,0.0,3.25,61.0
Aragón,Zaragoza,2021,Spain,August,1.541.993,0.0,3.2,68.2
Aragón,Zaragoza,2021,Spain,September,702.565,0.5,3.0,67.75
Aragón,Zaragoza,2021,Spain,October,687.931,0.0,3.0,65.8
Aragón,Zaragoza,2021,Spain,November,380.074,0.0,2.5,57.5
Aragón,Zaragoza,2021,Spain,December,501.440,0.0,1.25,41.0
Aragón,Zaragoza,2022,Spain,January,439.493,0.0,3.2,47.2
Aragón,Zaragoza,2022,Spain,February,504.792,0.25,4.5,65.5
Aragón,Zaragoza,2022,Spain,March,514.572,0.75,5.25,68.25
Aragón,Zaragoza,2022,Spain,April,720.986,1.5,5.25,74.25
Aragón,Zaragoza,2022,Spain,May,574.065,0.2,4.2,71.2
Aragón,Zaragoza,2022,Spain,June,696.502,0.25,5.0,70.0
Aragón,Zaragoza,2022,Spain,July,1.115.416,1.2,4.6,66.0
Aragón,Zaragoza,2022,Spain,August,1.474.193,0.25,4.5,68.5
Aragón,Zaragoza,2022,Spain,September,739.459,0.5,4.5,72.5
Aragón,Zaragoza,2022,Spain,October,681.511,0.0,4.0,69.6
Aragón,Zaragoza,2022,Spain,November,392.778,0.5,3.75,55.25
Aragón,Zaragoza,2022,Spain,December,528.344,0.75,3.0,50.0
Aragón,Zaragoza,2023,Spain,January,448.461,1.2,4.0,54.8
Aragón,Zaragoza,2023,Spain,February,552.227,0.0,4.75,60.75
Aragón,Zaragoza,2023,Spain,March,578.485,1.25,5.5,65.5
Aragón,Zaragoza,2023,Spain,April,772.889,0.4,4.6,65.6
Aragón,Zaragoza,2023,Spain,May,578.022,0.75,4.0,60.5
Aragón,Zaragoza,2023,Spain,June,673.918,0.75,4.75,60.0
Aragón,Zaragoza,2023,Spain,July,1.101.717,0.8,4.2,65.2
Aragón,Zaragoza,2023,Spain,August,1.463.213,0.5,3.25,59.25
Aragón,Zaragoza,2023,Spain,September,731.109,0.25,4.25,68.5
Aragón,Zaragoza,2023,Spain,October,681.119,0.4,4.2,63.0
Aragón,Zaragoza,2023,Spain,November,445.198,0.0,3.5,58.5
Aragón,Zaragoza,2023,Spain,December,540.601,1.2,2.8,49.0
Aragón,Zaragoza,2024,Spain,January,453.009,0.5,4.25,57.0
Aragón,Zaragoza,2024,Spain,February,531.498,1.0,4.25,63.75
Aragón,Zaragoza,2024,Spain,March,709.796,0.0,4.6,65.4
Aragón,Zaragoza,2024,Spain,April,572.552,0.75,4.0,61.75
Aragón,Zaragoza,2024,Spain,May,675.906,0.75,4.25,64.75
Aragón,Zaragoza,2024,Spain,June,730.355,0.4,3.8,64.8
Aragón,Zaragoza,2024,Spain,July,1.075.571,1.0,4.0,57.75
Aragón,Zaragoza,2024,Spain,August,1.509.643,0.0,3.75,59.75
Aragón,Zaragoza,2024,Spain,September,733.469,0.8,3.8,63.8
Aragón,Zaragoza,2024,Spain,October,652.518,0.0,3.75,57.25
Aragón,Zaragoza,2024,Spain,November,493.829,1.0,3.0,51.25
Aragón,Zaragoza,2024,Spain,December,526.244,0.0,2.4,43.2
Comunidad de Madrid,Madrid,2020,Spain,January,525.122,11.0,8.25,92.25
Comunidad de Madrid,Madrid,2020,Spain,February,574.052,12.75,8.0,88.75
Comunidad de Madrid,Madrid,2020,Spain,March,760.111,6.2,2.6,38.4
Comunidad de Madrid,Madrid,2020,Spain,April,741.872,2.0,1.25,16.75
Comunidad de Madrid,Madrid,2020,Spain,May,1.014.089,2.0,2.4,21.4
Comunidad de Madrid,Madrid,2020,Spain,June,1.169.854,3.0,3.75,31.75
Comunidad de Madrid,Madrid,2020,Spain,July,1.434.903,3.25,3.75,37.0
Comunidad de Madrid,Madrid,2020,Spain,August,1.530.109,3.0,3.0,33.8
Comunidad de Madrid,Madrid,2020,Spain,September,1.747.149,3.0,2.5,30.25
Comunidad de Madrid,Madrid,2020,Spain,October,2.173.125,2.25,2.0,27.0
Comunidad de Madrid,Madrid,2020,Spain,November,1.929.032,2.2,2.0,26.2
Comunidad de Madrid,Madrid,2020,Spain,December,1.883.999,3.0,2.25,28.5
Comunidad de Madrid,Madrid,2021,Spain,January,525.122,3.2,2.2,29.2
Comunidad de Madrid,Madrid,2021,Spain,February,574.052,3.0,3.0,32.0
Comunidad de Madrid,Madrid,2021,Spain,March,760.111,3.0,3.0,32.75
Comunidad de Madrid,Madrid,2021,Spain,April,741.872,3.25,3.25,36.75
Comunidad de Madrid,Madrid,2021,Spain,May,1.014.089,3.8,4.6,48.4
Comunidad de Madrid,Madrid,2021,Spain,June,1.169.854,4.5,4.5,50.5
Comunidad de Madrid,Madrid,2021,Spain,July,1.434.903,5.25,4.25,49.75
Comunidad de Madrid,Madrid,2021,Spain,August,1.530.109,5.6,4.0,56.0
Comunidad de Madrid,Madrid,2021,Spain,September,1.747.149,6.0,5.0,67.0
Comunidad de Madrid,Madrid,2021,Spain,October,2.173.125,6.6,5.8,74.4
Comunidad de Madrid,Madrid,2021,Spain,November,1.929.032,6.25,5.5,69.25
Comunidad de Madrid,Madrid,2021,Spain,December,1.883.999,5.75,4.0,48.25
Comunidad de Madrid,Madrid,2022,Spain,January,1.431.148,7.4,6.6,59.0
Comunidad de Madrid,Madrid,2022,Spain,February,1.700.696,9.0,8.5,81.0
Comunidad de Madrid,Madrid,2022,Spain,March,2.020.055,9.75,8.75,76.5
Comunidad de Madrid,Madrid,2022,Spain,April,2.411.705,11.5,8.75,81.5
Comunidad de Madrid,Madrid,2022,Spain,May,2.424.897,13.0,9.0,85.0
Comunidad de Madrid,Madrid,2022,Spain,June,2.470.305,13.0,7.25,75.5
Comunidad de Madrid,Madrid,2022,Spain,July,2.420.153,11.8,6.6,70.6
Comunidad de Madrid,Madrid,2022,Spain,August,2.194.440,10.75,6.5,70.5
Comunidad de Madrid,Madrid,2022,Spain,September,2.456.581,10.75,7.5,76.75
Comunidad de Madrid,Madrid,2022,Spain,October,2.654.819,10.2,7.6,78.8
Comunidad de Madrid,Madrid,2022,Spain,November,2.260.860,9.0,6.75,72.0
Comunidad de Madrid,Madrid,2022,Spain,December,2.258.260,10.0,6.0,62.25
Comunidad de Madrid,Madrid,2023,Spain,January,2.033.993,12.2,9.0,76.6
Comunidad de Madrid,Madrid,2023,Spain,February,1.997.711,12.5,8.75,76.75
Comunidad de Madrid,Madrid,2023,Spain,March,2.389.164,13.0,8.75,79.5
Comunidad de Madrid,Madrid,2023,Spain,April,2.675.557,12.8,8.4,76.2
Comunidad de Madrid,Madrid,2023,Spain,May,2.633.007,12.75,7.0,70.75
Comunidad de Madrid,Madrid,2023,Spain,June,2.701.514,13.0,7.5,70.25
Comunidad de Madrid,Madrid,2023,Spain,July,2.728.412,13.4,6.8,69.2
Comunidad de Madrid,Madrid,2023,Spain,August,2.537.193,12.25,5.75,66.0
Comunidad de Madrid,Madrid,2023,Spain,September,2.732.897,13.0,7.25,75.0
Comunidad de Madrid,Madrid,2023,Spain,October,2.794.728,12.2,7.4,73.8
Comunidad de Madrid,Madrid,2023,Spain,November,2.492.478,11.25,6.75,72.75
Comunidad de Madrid,Madrid,2023,Spain,December,2.521.354,11.4,6.2,63.4
Comunidad de Madrid,Madrid,2024,Spain,January,2.159.024,14.5,8.5,76.25
Comunidad de Madrid,Madrid,2024,Spain,February,2.286.921,14.75,7.75,76.25
Comunidad de Madrid,Madrid,2024,Spain,March,2.713.462,15.2,7.4,73.4
Comunidad de Madrid,Madrid,2024,Spain,April,2.757.670,16.0,8.25,83.0
Comunidad de Madrid,Madrid,2024,Spain,May,2.951.609,16.0,7.5,80.75
Comunidad de Madrid,Madrid,2024,Spain,June,2.840.465,15.8,6.8,70.2
Comunidad de Madrid,Madrid,2024,Spain,July,2.879.688,15.25,6.5,69.25
Comunidad de Madrid,Madrid,2024,Spain,August,2.604.789,14.75,6.5,69.5
Comunidad de Madrid,Madrid,2024,Spain,September,2.820.870,14.8,7.4,77.8
Comunidad de Madrid,Madrid,2024,Spain,October,2.999.914,15.0,7.0,72.75
Comunidad de Madrid,Madrid,2024,Spain,November,2.707.850,13.0,6.5,65.75
Comunidad de Madrid,Madrid,2024,Spain,December,2.598.736,14.0,6.0,55.0
Castilla y León,Salamanca,2020,Spain,January,127.185,0.0,7.0,86.5
Castilla y León,Salamanca,2020,Spain,February,145.315,0.5,6.5,91.25
Castilla y León,Salamanca,2020,Spain,March,221.467,0.0,1.6,43.6
Castilla y León,Salamanca,2020,Spain,April,258.913,0.0,0.0,24.75
Castilla y León,Salamanca,2020,Spain,May,409.204,0.0,0.4,28.0
Castilla y León,Salamanca,2020,Spain,June,664.530,0.0,3.25,50.5
Castilla y León,Salamanca,2020,Spain,July,1.191.381,0.0,3.75,68.75
Castilla y León,Salamanca,2020,Spain,August,1.771.196,0.0,3.4,65.0
Castilla y León,Salamanca,2020,Spain,September,1.010.552,0.0,2.5,48.5
Castilla y León,Salamanca,2020,Spain,October,1.051.597,0.0,1.0,42.5
Castilla y León,Salamanca,2020,Spain,November,656.249,0.0,0.0,29.4
Castilla y León,Salamanca,2020,Spain,December,618.873,0.0,1.0,33.75
Castilla y León,Salamanca,2021,Spain,January,127.185,0.0,0.6,27.8
Castilla y León,Salamanca,2021,Spain,February,145.315,0.0,1.75,30.5
Castilla y León,Salamanca,2021,Spain,March,221.467,0.0,2.25,36.25
Castilla y León,Salamanca,2021,Spain,April,258.913,0.0,1.75,38.75
Castilla y León,Salamanca,2021,Spain,May,409.204,0.0,3.8,53.8
Castilla y León,Salamanca,2021,Spain,June,664.530,0.0,3.25,67.0
Castilla y León,Salamanca,2021,Spain,July,1.191.381,0.0,3.25,80.25
Castilla y León,Salamanca,2021,Spain,August,1.771.196,0.0,4.6,92.2
Castilla y León,Salamanca,2021,Spain,September,1.010.552,0.0,4.0,79.75
Castilla y León,Salamanca,2021,Spain,October,1.051.597,0.0,4.4,73.4
Castilla y León,Salamanca,2021,Spain,November,656.249,0.0,3.25,63.0
Castilla y León,Salamanca,2021,Spain,December,618.873,0.0,1.75,41.5
Castilla y León,Salamanca,2022,Spain,January,422.283,0.0,4.6,52.2
Castilla y León,Salamanca,2022,Spain,February,580.446,0.0,7.0,73.5
Castilla y León,Salamanca,2022,Spain,March,679.681,0.0,6.5,66.75
Castilla y León,Salamanca,2022,Spain,April,1.050.272,0.5,5.5,75.0
Castilla y León,Salamanca,2022,Spain,May,1.001.668,0.0,4.6,70.6
Castilla y León,Salamanca,2022,Spain,June,1.113.564,0.0,5.0,72.0
Castilla y León,Salamanca,2022,Spain,July,1.442.757,0.0,4.8,76.8
Castilla y León,Salamanca,2022,Spain,August,1.834.875,0.0,5.25,83.5
Castilla y León,Salamanca,2022,Spain,September,1.165.447,0.0,4.5,72.5
Castilla y León,Salamanca,2022,Spain,October,1.076.756,0.8,5.0,65.2
Castilla y León,Salamanca,2022,Spain,November,734.051,0.0,4.5,55.25
Castilla y León,Salamanca,2022,Spain,December,734.023,0.0,3.5,47.5
Castilla y León,Salamanca,2023,Spain,January,525.326,0.0,4.2,58.2
Castilla y León,Salamanca,2023,Spain,February,634.680,0.0,5.25,63.0
Castilla y León,Salamanca,2023,Spain,March,833.317,0.0,5.25,65.75
Castilla y León,Salamanca,2023,Spain,April,1.243.895,0.0,5.2,65.0
Castilla y León,Salamanca,2023,Spain,May,1.068.879,0.5,4.25,58.5
Castilla y León,Salamanca,2023,Spain,June,1.164.115,0.0,4.0,60.0
Castilla y León,Salamanca,2023,Spain,July,1.486.488,0.0,5.2,69.0
Castilla y León,Salamanca,2023,Spain,August,1.860.809,0.75,5.0,74.75
Castilla y León,Salamanca,2023,Spain,September,1.264.927,0.0,4.75,69.75
Castilla y León,Salamanca,2023,Spain,October,1.133.204,0.0,4.2,60.0
Castilla y León,Salamanca,2023,Spain,November,836.178,0.0,3.5,53.75
Castilla y León,Salamanca,2023,Spain,December,874.940,0.0,3.4,51.2
Castilla y León,Salamanca,2024,Spain,January,544.855,1.5,4.5,61.75
Castilla y León,Salamanca,2024,Spain,February,649.384,0.0,4.5,62.25
Castilla y León,Salamanca,2024,Spain,March,990.899,0.0,4.8,64.4
Castilla y León,Salamanca,2024,Spain,April,975.322,0.5,3.75,62.0
Castilla y León,Salamanca,2024,Spain,May,1.182.572,0.0,2.5,61.0
Castilla y León,Salamanca,2024,Spain,June,1.192.034,0.4,5.2,62.8
Castilla y León,Salamanca,2024,Spain,July,1.549.861,0.0,4.25,70.5
Castilla y León,Salamanca,2024,Spain,August,1.826.324,0.75,4.0,76.75
Castilla y León,Salamanca,2024,Spain,September,1.262.939,0.0,4.6,68.0
Castilla y León,Salamanca,2024,Spain,October,1.146.848,0.0,4.0,57.75
Castilla y León,Salamanca,2024,Spain,November,911.947,0.0,4.0,48.25
Castilla y León,Salamanca,2024,Spain,December,830.912,0.0,3.4,44.8
Castilla-La Mancha,Toledo,2020,Spain,January,83.617,4.75,4.75,89.5
Castilla-La Mancha,Toledo,2020,Spain,February,102.966,3.5,6.0,94.25
Castilla-La Mancha,Toledo,2020,Spain,March,161.690,2.4,1.8,38.2
Castilla-La Mancha,Toledo,2020,Spain,April,184.092,2.0,0.0,20.25
Castilla-La Mancha,Toledo,2020,Spain,May,253.529,1.6,2.8,26.4
Castilla-La Mancha,Toledo,2020,Spain,June,353.765,1.75,4.0,44.75
Castilla-La Mancha,Toledo,2020,Spain,July,540.376,2.0,4.5,60.0
Castilla-La Mancha,Toledo,2020,Spain,August,693.100,2.0,4.0,58.8
Castilla-La Mancha,Toledo,2020,Spain,September,433.641,1.75,3.25,49.25
Castilla-La Mancha,Toledo,2020,Spain,October,500.011,2.0,3.0,44.0
Castilla-La Mancha,Toledo,2020,Spain,November,348.597,1.2,2.0,30.0
Castilla-La Mancha,Toledo,2020,Spain,December,352.040,1.25,0.75,34.75
Castilla-La Mancha,Toledo,2021,Spain,January,83.617,2.6,2.6,36.2
Castilla-La Mancha,Toledo,2021,Spain,February,102.966,2.75,2.75,45.75
Castilla-La Mancha,Toledo,2021,Spain,March,161.690,2.75,3.0,39.75
Castilla-La Mancha,Toledo,2021,Spain,April,184.092,3.75,3.5,41.25
Castilla-La Mancha,Toledo,2021,Spain,May,253.529,3.0,4.6,56.4
Castilla-La Mancha,Toledo,2021,Spain,June,353.765,3.75,5.25,71.0
Castilla-La Mancha,Toledo,2021,Spain,July,540.376,4.0,4.75,71.25
Castilla-La Mancha,Toledo,2021,Spain,August,693.100,2.8,5.0,79.4
Castilla-La Mancha,Toledo,2021,Spain,September,433.641,3.25,4.5,79.0
Castilla-La Mancha,Toledo,2021,Spain,October,500.011,2.8,4.2,76.8
Castilla-La Mancha,Toledo,2021,Spain,November,348.597,3.0,4.25,68.25
Castilla-La Mancha,Toledo,2021,Spain,December,352.040,3.25,3.75,52.0
Castilla-La Mancha,Toledo,2022,Spain,January,233.079,2.8,4.8,64.2
Castilla-La Mancha,Toledo,2022,Spain,February,303.239,4.5,6.75,79.75
Castilla-La Mancha,Toledo,2022,Spain,March,344.826,3.75,6.0,75.75
Castilla-La Mancha,Toledo,2022,Spain,April,527.584,5.5,6.75,86.0
Castilla-La Mancha,Toledo,2022,Spain,May,481.859,4.6,5.6,76.8
Castilla-La Mancha,Toledo,2022,Spain,June,498.817,4.5,5.0,76.75
Castilla-La Mancha,Toledo,2022,Spain,July,644.891,3.8,5.2,72.6
Castilla-La Mancha,Toledo,2022,Spain,August,739.674,3.75,5.5,81.25
Castilla-La Mancha,Toledo,2022,Spain,September,531.144,3.75,6.0,77.75
Castilla-La Mancha,Toledo,2022,Spain,October,536.818,3.8,5.0,77.0
Castilla-La Mancha,Toledo,2022,Spain,November,399.308,3.0,5.5,60.5
Castilla-La Mancha,Toledo,2022,Spain,December,384.018,3.75,4.0,56.0
Castilla-La Mancha,Toledo,2023,Spain,January,293.562,3.6,5.6,70.2
Castilla-La Mancha,Toledo,2023,Spain,February,325.436,4.0,5.75,73.25
Castilla-La Mancha,Toledo,2023,Spain,March,411.270,4.25,6.75,72.0
Castilla-La Mancha,Toledo,2023,Spain,April,596.815,3.8,6.2,74.6
Castilla-La Mancha,Toledo,2023,Spain,May,494.029,4.0,5.25,67.5
Castilla-La Mancha,Toledo,2023,Spain,June,516.552,4.0,5.75,70.75
Castilla-La Mancha,Toledo,2023,Spain,July,630.448,3.8,5.6,67.8
Castilla-La Mancha,Toledo,2023,Spain,August,745.066,3.0,4.75,70.5
Castilla-La Mancha,Toledo,2023,Spain,September,514.784,3.25,5.25,78.75
Castilla-La Mancha,Toledo,2023,Spain,October,531.620,3.2,4.4,66.0
Castilla-La Mancha,Toledo,2023,Spain,November,401.418,3.25,4.75,59.0
Castilla-La Mancha,Toledo,2023,Spain,December,413.181,3.8,4.4,57.4
Castilla-La Mancha,Toledo,2024,Spain,January,273.188,4.0,5.25,66.75
Castilla-La Mancha,Toledo,2024,Spain,February,335.178,3.75,4.25,72.5
Castilla-La Mancha,Toledo,2024,Spain,March,472.721,4.2,6.2,72.2
Castilla-La Mancha,Toledo,2024,Spain,April,484.587,4.0,6.5,71.75
Castilla-La Mancha,Toledo,2024,Spain,May,552.421,3.75,5.75,74.25
Castilla-La Mancha,Toledo,2024,Spain,June,536.226,4.0,5.2,66.8
Castilla-La Mancha,Toledo,2024,Spain,July,640.056,3.25,5.0,67.25
Castilla-La Mancha,Toledo,2024,Spain,August,706.084,3.5,5.0,73.75
Castilla-La Mancha,Toledo,2024,Spain,September,510.930,4.0,6.0,81.4
Castilla-La Mancha,Toledo,2024,Spain,October,584.907,3.5,5.5,65.0
Castilla-La Mancha,Toledo,2024,Spain,November,450.653,3.25,4.5,55.25
Castilla-La Mancha,Toledo,2024,Spain,December,409.764,4.4,4.6,57.2
Extremadura,Cáceres,2020,Spain,January,40.274,0.0,0.0,51.0
Extremadura,Cáceres,2020,Spain,February,57.120,0.0,0.0,49.75
Extremadura,Cáceres,2020,Spain,March,116.312,0.0,0.0,16.2
Extremadura,Cáceres,2020,Spain,April,98.364,0.0,0.0,0.0
Extremadura,Cáceres,2020,Spain,May,163.769,0.0,0.0,5.8
Extremadura,Cáceres,2020,Spain,June,229.213,0.0,0.0,33.0
Extremadura,Cáceres,2020,Spain,July,342.529,0.0,0.0,40.0
Extremadura,Cáceres,2020,Spain,August,475.148,0.0,0.0,44.0
Extremadura,Cáceres,2020,Spain,September,313.433,0.0,0.0,27.75
Extremadura,Cáceres,2020,Spain,October,329.286,0.0,0.0,25.75
Extremadura,Cáceres,2020,Spain,November,229.064,0.0,0.0,15.8
Extremadura,Cáceres,2020,Spain,December,216.318,0.0,0.0,22.0
Extremadura,Cáceres,2021,Spain,January,40.274,0.0,0.0,0.0
Extremadura,Cáceres,2021,Spain,February,57.120,0.0,8.75,23.75
Extremadura,Cáceres,2021,Spain,March,116.312,0.0,0.0,12.75
Extremadura,Cáceres,2021,Spain,April,98.364,0.0,0.0,22.75
Extremadura,Cáceres,2021,Spain,May,163.769,0.0,0.0,26.8
Extremadura,Cáceres,2021,Spain,June,229.213,0.0,0.0,45.25
Extremadura,Cáceres,2021,Spain,July,342.529,0.0,0.0,42.75
Extremadura,Cáceres,2021,Spain,August,475.148,0.0,0.0,57.6
Extremadura,Cáceres,2021,Spain,September,313.433,0.0,0.0,61.25
Extremadura,Cáceres,2021,Spain,October,329.286,0.0,0.0,54.2
Extremadura,Cáceres,2021,Spain,November,229.064,0.0,0.0,39.25
Extremadura,Cáceres,2021,Spain,December,216.318,0.0,0.0,21.25
Extremadura,Cáceres,2022,Spain,January,139.254,0.0,0.0,48.4
Extremadura,Cáceres,2022,Spain,February,199.140,0.0,0.0,68.0
Extremadura,Cáceres,2022,Spain,March,242.442,0.0,0.0,53.25
Extremadura,Cáceres,2022,Spain,April,390.702,0.0,0.0,69.75
Extremadura,Cáceres,2022,Spain,May,324.457,0.0,0.0,60.8
Extremadura,Cáceres,2022,Spain,June,311.079,0.0,0.0,56.5
Extremadura,Cáceres,2022,Spain,July,386.524,0.0,0.0,76.8
Extremadura,Cáceres,2022,Spain,August,480.320,0.0,0.0,67.25
Extremadura,Cáceres,2022,Spain,September,337.720,0.0,0.0,70.5
Extremadura,Cáceres,2022,Spain,October,331.394,0.0,0.0,61.0
Extremadura,Cáceres,2022,Spain,November,238.548,0.0,0.0,51.0
Extremadura,Cáceres,2022,Spain,December,215.530,0.0,0.0,47.5
Extremadura,Cáceres,2023,Spain,January,171.798,0.0,0.0,51.6
Extremadura,Cáceres,2023,Spain,February,217.317,0.0,0.0,53.0
Extremadura,Cáceres,2023,Spain,March,288.004,0.0,0.0,61.75
Extremadura,Cáceres,2023,Spain,April,430.544,0.0,0.0,54.0
Extremadura,Cáceres,2023,Spain,May,330.146,0.0,0.0,47.5
Extremadura,Cáceres,2023,Spain,June,311.606,0.0,0.0,54.0
Extremadura,Cáceres,2023,Spain,July,381.404,0.0,0.0,56.8
Extremadura,Cáceres,2023,Spain,August,497.025,0.0,0.0,52.75
Extremadura,Cáceres,2023,Spain,September,335.660,0.0,0.0,61.5
Extremadura,Cáceres,2023,Spain,October,320.357,0.0,0.0,57.2
Extremadura,Cáceres,2023,Spain,November,250.048,0.0,0.0,53.5
Extremadura,Cáceres,2023,Spain,December,250.252,0.0,0.0,54.8
Extremadura,Cáceres,2024,Spain,January,174.715,0.0,0.0,60.0
Extremadura,Cáceres,2024,Spain,February,221.550,0.0,0.0,53.0
Extremadura,Cáceres,2024,Spain,March,339.059,0.0,0.0,50.8
Extremadura,Cáceres,2024,Spain,April,355.406,0.0,0.0,57.5
Extremadura,Cáceres,2024,Spain,May,379.965,0.0,0.0,58.75
Extremadura,Cáceres,2024,Spain,June,352.112,0.0,0.0,58.4
Extremadura,Cáceres,2024,Spain,July,420.076,0.0,0.0,55.0
Extremadura,Cáceres,2024,Spain,August,543.256,0.0,0.0,47.75
Extremadura,Cáceres,2024,Spain,September,384.647,0.0,0.0,59.2
Extremadura,Cáceres,2024,Spain,October,346.850,0.0,0.0,52.0
Extremadura,Cáceres,2024,Spain,November,295.538,0.0,0.0,40.75
Extremadura,Cáceres,2024,Spain,December,268.336,0.0,0.0,41.8
Cataluña,Barcelona,2020,Spain,January,521.274,15.5,8.75,93.0
Cataluña,Barcelona,2020,Spain,February,488.492,14.25,7.75,91.25
Cataluña,Barcelona,2020,Spain,March,942.057,7.2,2.6,40.0
Cataluña,Barcelona,2020,Spain,April,1.335.977,2.0,1.25,19.0
Cataluña,Barcelona,2020,Spain,May,2.120.924,3.0,1.8,22.6
Cataluña,Barcelona,2020,Spain,June,4.293.277,3.75,3.5,32.5
Cataluña,Barcelona,2020,Spain,July,8.082.297,4.5,3.25,37.75
Cataluña,Barcelona,2020,Spain,August,12.165.573,3.4,2.4,33.6
Cataluña,Barcelona,2020,Spain,September,5.910.773,3.0,1.75,29.75
Cataluña,Barcelona,2020,Spain,October,4.284.706,3.0,1.5,28.0
Cataluña,Barcelona,2020,Spain,November,2.267.532,2.4,1.2,23.0
Cataluña,Barcelona,2020,Spain,December,2.295.553,3.0,1.5,27.75
Cataluña,Barcelona,2021,Spain,January,521.274,2.8,1.4,24.6
Cataluña,Barcelona,2021,Spain,February,488.492,2.75,2.0,27.5
Cataluña,Barcelona,2021,Spain,March,942.057,3.0,2.25,29.25
Cataluña,Barcelona,2021,Spain,April,1.335.977,3.0,2.0,31.0
Cataluña,Barcelona,2021,Spain,May,2.120.924,4.0,4.2,39.4
Cataluña,Barcelona,2021,Spain,June,4.293.277,5.5,4.75,47.75
Cataluña,Barcelona,2021,Spain,July,8.082.297,6.5,4.25,50.5
Cataluña,Barcelona,2021,Spain,August,12.165.573,8.0,4.0,59.8
Cataluña,Barcelona,2021,Spain,September,5.910.773,7.0,4.0,53.25
Cataluña,Barcelona,2021,Spain,October,4.284.706,7.8,3.8,56.0
Cataluña,Barcelona,2021,Spain,November,2.267.532,6.75,3.25,44.25
Cataluña,Barcelona,2021,Spain,December,2.295.553,6.25,3.25,40.5
Cataluña,Barcelona,2022,Spain,January,1.787.563,8.4,6.2,50.2
Cataluña,Barcelona,2022,Spain,February,2.364.856,12.0,8.0,76.25
Cataluña,Barcelona,2022,Spain,March,3.026.950,13.0,9.75,78.25
Cataluña,Barcelona,2022,Spain,April,5.899.808,15.75,9.5,85.25
Cataluña,Barcelona,2022,Spain,May,6.841.800,17.0,9.8,85.8
Cataluña,Barcelona,2022,Spain,June,9.599.918,18.25,8.75,82.0
Cataluña,Barcelona,2022,Spain,July,13.852.216,17.4,8.6,80.8
Cataluña,Barcelona,2022,Spain,August,15.905.655,16.0,7.5,78.5
Cataluña,Barcelona,2022,Spain,September,8.761.566,15.25,6.75,71.0
Cataluña,Barcelona,2022,Spain,October,5.946.056,12.8,5.8,64.2
Cataluña,Barcelona,2022,Spain,November,2.930.376,10.75,5.0,54.0
Cataluña,Barcelona,2022,Spain,December,2.940.588,11.5,5.0,49.0
Cataluña,Barcelona,2023,Spain,January,2.585.207,15.8,8.8,72.4
Cataluña,Barcelona,2023,Spain,February,2.975.110,16.75,9.25,75.5
Cataluña,Barcelona,2023,Spain,March,3.794.531,17.5,9.0,75.75
Cataluña,Barcelona,2023,Spain,April,6.928.385,16.8,8.8,79.8
Cataluña,Barcelona,2023,Spain,May,7.714.723,17.75,8.0,74.5
Cataluña,Barcelona,2023,Spain,June,9.662.852,19.25,7.75,74.25
Cataluña,Barcelona,2023,Spain,July,13.708.493,19.2,7.2,79.4
Cataluña,Barcelona,2023,Spain,August,15.841.637,17.0,6.75,72.75
