Region,City,Year,Country,Month,OriginalMonthlyValue,flight_trends,airbnb_trends,hotel_trends
Cantabria,Santander,2024,Spain,August,1.476.134,3.25,7.5,71.5
Cantabria,Santander,2024,Spain,September,662.282,3.8,6.0,53.0
Cantabria,Santander,2024,Spain,October,312.264,2.75,5.75,46.75
Cantabria,Santander,2024,Spain,November,199.642,2.5,4.25,42.0
Cantabria,Santander,2024,Spain,December,158.245,3.0,4.8,39.8
País Vasco,San Sebastián,2024,Spain,January,453.365,0.0,2.25,70.75
País Vasco,San Sebastián,2024,Spain,February,500.292,0.0,0.0,65.5
País Vasco,San Sebastián,2024,Spain,March,744.776,0.0,0.0,78.6
País Vasco,San Sebastián,2024,Spain,April,783.008,0.0,0.0,66.0
País Vasco,San Sebastián,2024,Spain,May,923.791,0.0,0.0,65.25
País Vasco,San Sebastián,2024,Spain,June,928.780,0.0,0.0,72.2
País Vasco,San Sebastián,2024,Spain,July,1.255.770,0.0,2.75,77.25
País Vasco,San Sebastián,2024,Spain,August,1.460.995,0.0,0.0,82.75
País Vasco,San Sebastián,2024,Spain,September,1.012.015,0.0,0.0,64.6
País Vasco,San Sebastián,2024,Spain,October,900.551,0.0,0.0,54.75
País Vasco,San Sebastián,2024,Spain,November,685.544,0.0,0.0,52.75
País Vasco,San Sebastián,2024,Spain,December,604.220,0.0,0.0,55.8
Comunidad Foral de Navarra,Pamplona,2024,Spain,January,140.622,0.75,4.25,54.5
Comunidad Foral de Navarra,Pamplona,2024,Spain,February,158.008,0.0,5.75,57.25
Comunidad Foral de Navarra,Pamplona,2024,Spain,March,270.735,1.2,2.6,62.4
Comunidad Foral de Navarra,Pamplona,2024,Spain,April,313.234,1.5,4.25,65.75
Comunidad Foral de Navarra,Pamplona,2024,Spain,May,384.211,0.0,5.0,65.5
Comunidad Foral de Navarra,Pamplona,2024,Spain,June,357.474,1.8,5.8,70.6
Comunidad Foral de Navarra,Pamplona,2024,Spain,July,537.503,0.75,5.75,77.75
Comunidad Foral de Navarra,Pamplona,2024,Spain,August,697.408,0.0,4.0,73.75
Comunidad Foral de Navarra,Pamplona,2024,Spain,September,410.729,0.8,2.8,64.6
Comunidad Foral de Navarra,Pamplona,2024,Spain,October,356.099,0.0,3.25,54.75
Comunidad Foral de Navarra,Pamplona,2024,Spain,November,240.407,0.75,1.75,47.25
Comunidad Foral de Navarra,Pamplona,2024,Spain,December,216.200,0.6,0.0,44.6
La Rioja,Logroño,2024,Spain,January,53.303,0.0,0.0,21.5
La Rioja,Logroño,2024,Spain,February,70.968,0.0,1.75,22.0
La Rioja,Logroño,2024,Spain,March,129.913,0.0,2.0,23.8
La Rioja,Logroño,2024,Spain,April,124.435,0.0,0.5,24.25
La Rioja,Logroño,2024,Spain,May,149.707,0.0,1.25,24.25
La Rioja,Logroño,2024,Spain,June,150.175,0.0,0.4,23.8
La Rioja,Logroño,2024,Spain,July,221.659,0.0,2.0,24.25
La Rioja,Logroño,2024,Spain,August,283.799,0.0,0.5,26.0
La Rioja,Logroño,2024,Spain,September,158.905,0.0,1.8,27.2
La Rioja,Logroño,2024,Spain,October,136.641,0.0,1.0,20.0
La Rioja,Logroño,2024,Spain,November,107.789,0.0,0.0,15.75
La Rioja,Logroño,2024,Spain,December,88.571,0.0,0.0,15.2
Aragón,Zaragoza,2024,Spain,January,453.009,0.5,4.75,58.75
Aragón,Zaragoza,2024,Spain,February,531.498,1.0,4.5,65.25
Aragón,Zaragoza,2024,Spain,March,709.796,0.6,5.0,66.8
Aragón,Zaragoza,2024,Spain,April,572.552,0.5,4.25,63.5
Aragón,Zaragoza,2024,Spain,May,675.906,0.5,4.0,66.5
Aragón,Zaragoza,2024,Spain,June,730.355,1.0,3.8,66.8
Aragón,Zaragoza,2024,Spain,July,1.075.571,0.0,4.25,59.25
Aragón,Zaragoza,2024,Spain,August,1.509.643,0.0,4.25,61.75
Aragón,Zaragoza,2024,Spain,September,733.469,1.4,3.2,65.2
Aragón,Zaragoza,2024,Spain,October,652.518,0.5,3.75,58.25
Aragón,Zaragoza,2024,Spain,November,493.829,0.5,3.0,52.25
Aragón,Zaragoza,2024,Spain,December,526.244,0.4,2.8,44.6
Comunidad de Madrid,Madrid,2024,Spain,January,2.159.024,15.0,8.5,79.25
Comunidad de Madrid,Madrid,2024,Spain,February,2.286.921,14.75,8.25,78.5
Comunidad de Madrid,Madrid,2024,Spain,March,2.713.462,15.2,7.6,75.4
Comunidad de Madrid,Madrid,2024,Spain,April,2.757.670,16.75,8.75,84.25
Comunidad de Madrid,Madrid,2024,Spain,May,2.951.609,16.25,8.0,83.25
Comunidad de Madrid,Madrid,2024,Spain,June,2.840.465,16.2,7.2,73.6
Comunidad de Madrid,Madrid,2024,Spain,July,2.879.688,15.75,6.5,71.0
Comunidad de Madrid,Madrid,2024,Spain,August,2.604.789,15.75,6.75,71.25
Comunidad de Madrid,Madrid,2024,Spain,September,2.820.870,15.2,7.8,79.6
Comunidad de Madrid,Madrid,2024,Spain,October,2.999.914,15.5,7.25,73.0
Comunidad de Madrid,Madrid,2024,Spain,November,2.707.850,13.5,6.5,67.0
Comunidad de Madrid,Madrid,2024,Spain,December,2.598.736,14.6,6.0,56.2
Castilla y León,Salamanca,2024,Spain,January,544.855,2.25,4.5,61.75
Castilla y León,Salamanca,2024,Spain,February,649.384,0.0,5.75,61.25
Castilla y León,Salamanca,2024,Spain,March,990.899,0.4,4.8,63.4
Castilla y León,Salamanca,2024,Spain,April,975.322,0.0,3.5,63.0
Castilla y León,Salamanca,2024,Spain,May,1.182.572,0.5,2.25,60.75
Castilla y León,Salamanca,2024,Spain,June,1.192.034,0.4,5.2,62.8
Castilla y León,Salamanca,2024,Spain,July,1.549.861,0.0,4.25,70.5
Castilla y León,Salamanca,2024,Spain,August,1.826.324,0.0,4.5,77.0
Castilla y León,Salamanca,2024,Spain,September,1.262.939,0.0,4.2,67.6
Castilla y León,Salamanca,2024,Spain,October,1.146.848,0.0,4.5,57.75
Castilla y León,Salamanca,2024,Spain,November,911.947,0.0,4.25,48.0
Castilla y León,Salamanca,2024,Spain,December,830.912,0.0,3.8,45.0
Castilla-La Mancha,Toledo,2024,Spain,January,273.188,4.0,5.25,66.0
Castilla-La Mancha,Toledo,2024,Spain,February,335.178,3.25,5.5,72.25
Castilla-La Mancha,Toledo,2024,Spain,March,472.721,4.0,5.8,71.2
Castilla-La Mancha,Toledo,2024,Spain,April,484.587,3.5,5.75,71.5
Castilla-La Mancha,Toledo,2024,Spain,May,552.421,3.75,5.5,73.5
Castilla-La Mancha,Toledo,2024,Spain,June,536.226,4.2,5.4,66.6
Castilla-La Mancha,Toledo,2024,Spain,July,640.056,4.0,4.75,66.75
Castilla-La Mancha,Toledo,2024,Spain,August,706.084,3.0,4.5,73.25
Castilla-La Mancha,Toledo,2024,Spain,September,510.930,3.2,6.2,80.2
Castilla-La Mancha,Toledo,2024,Spain,October,584.907,3.0,4.5,64.5
Castilla-La Mancha,Toledo,2024,Spain,November,450.653,3.75,4.5,54.25
Castilla-La Mancha,Toledo,2024,Spain,December,409.764,4.4,4.8,56.4
Extremadura,Cáceres,2024,Spain,January,174.715,0.0,0.0,55.5
Extremadura,Cáceres,2024,Spain,February,221.550,0.0,0.0,50.0
Extremadura,Cáceres,2024,Spain,March,339.059,0.0,0.0,49.6
Extremadura,Cáceres,2024,Spain,April,355.406,0.0,5.25,58.0
Extremadura,Cáceres,2024,Spain,May,379.965,0.0,0.0,53.25
Extremadura,Cáceres,2024,Spain,June,352.112,0.0,0.0,55.4
Extremadura,Cáceres,2024,Spain,July,420.076,0.0,0.0,51.5
Extremadura,Cáceres,2024,Spain,August,543.256,0.0,0.0,51.5
Extremadura,Cáceres,2024,Spain,September,384.647,0.0,0.0,52.6
Extremadura,Cáceres,2024,Spain,October,346.850,0.0,0.0,49.75
Extremadura,Cáceres,2024,Spain,November,295.538,0.0,0.0,38.0
Extremadura,Cáceres,2024,Spain,December,268.336,0.0,5.4,37.8
Cataluña,Barcelona,2024,Spain,January,2.698.646,17.75,8.0,74.5
Cataluña,Barcelona,2024,Spain,February,3.197.521,17.5,8.5,78.5
Cataluña,Barcelona,2024,Spain,March,4.985.168,19.0,8.0,78.8
Cataluña,Barcelona,2024,Spain,April,6.072.921,20.25,8.25,83.5
Cataluña,Barcelona,2024,Spain,May,8.741.493,20.25,7.75,79.0
Cataluña,Barcelona,2024,Spain,June,10.376.663,22.6,8.0,80.0
Cataluña,Barcelona,2024,Spain,July,14.047.728,21.5,7.5,78.5
Cataluña,Barcelona,2024,Spain,August,15.875.010,19.5,6.5,73.75
Cataluña,Barcelona,2024,Spain,September,9.767.782,18.4,6.0,69.4
Cataluña,Barcelona,2024,Spain,October,6.622.862,17.0,5.75,62.25
Cataluña,Barcelona,2024,Spain,November,3.277.645,16.0,4.75,50.75
Cataluña,Barcelona,2024,Spain,December,3.007.249,15.4,5.0,51.0
Comunitat Valenciana,Valencia,2024,Spain,January,2.616.013,7.0,9.75,75.75
Comunitat Valenciana,Valencia,2024,Spain,February,2.992.292,7.5,10.75,83.5
Comunitat Valenciana,Valencia,2024,Spain,March,3.996.700,7.2,10.0,82.4
Comunitat Valenciana,Valencia,2024,Spain,April,3.958.434,7.75,10.25,79.75
Comunitat Valenciana,Valencia,2024,Spain,May,4.539.571,6.5,9.5,78.5
Comunitat Valenciana,Valencia,2024,Spain,June,5.173.972,7.8,10.4,82.8
Comunitat Valenciana,Valencia,2024,Spain,July,6.868.169,8.5,9.5,86.75
Comunitat Valenciana,Valencia,2024,Spain,August,8.018.174,7.5,8.5,82.25
Comunitat Valenciana,Valencia,2024,Spain,September,5.248.131,7.2,7.0,75.2
Comunitat Valenciana,Valencia,2024,Spain,October,4.435.214,8.75,7.5,72.5
Comunitat Valenciana,Valencia,2024,Spain,November,3.036.957,6.0,4.75,55.0
Comunitat Valenciana,Valencia,2024,Spain,December,2.778.715,5.6,5.0,47.2
Illes Balears,Palma,2024,Spain,January,274.139,5.0,5.0,67.0
Illes Balears,Palma,2024,Spain,February,650.159,5.5,6.0,68.0
Illes Balears,Palma,2024,Spain,March,1.874.493,6.8,6.6,76.4
Illes Balears,Palma,2024,Spain,April,3.833.032,9.0,7.25,79.75
Illes Balears,Palma,2024,Spain,May,9.528.191,9.75,6.5,82.5
Illes Balears,Palma,2024,Spain,June,11.282.724,12.4,7.0,89.2
Illes Balears,Palma,2024,Spain,July,12.900.921,13.0,7.0,92.25
Illes Balears,Palma,2024,Spain,August,13.550.855,13.0,5.0,82.75
Illes Balears,Palma,2024,Spain,September,11.040.407,9.6,4.0,65.4
Illes Balears,Palma,2024,Spain,October,8.032.910,7.0,2.5,49.0
Illes Balears,Palma,2024,Spain,November,492.598,3.0,2.25,38.25
Illes Balears,Palma,2024,Spain,December,384.792,4.4,2.6,41.2
Andalucía,Sevilla,2024,Spain,January,3.467.169,2.25,6.5,70.0
Andalucía,Sevilla,2024,Spain,February,4.264.132,2.25,7.5,77.5
Andalucía,Sevilla,2024,Spain,March,5.679.460,2.0,6.8,72.6
Andalucía,Sevilla,2024,Spain,April,6.326.483,2.0,5.25,65.75
Andalucía,Sevilla,2024,Spain,May,7.384.190,2.0,5.0,62.75
Andalucía,Sevilla,2024,Spain,June,7.722.271,2.0,3.8,58.8
Andalucía,Sevilla,2024,Spain,July,9.240.207,2.0,3.5,56.5
Andalucía,Sevilla,2024,Spain,August,10.684.142,2.0,3.75,58.5
Andalucía,Sevilla,2024,Spain,September,8.035.552,2.2,4.2,66.4
Andalucía,Sevilla,2024,Spain,October,6.642.258,2.0,4.75,59.5
Andalucía,Sevilla,2024,Spain,November,4.190.014,1.75,3.75,52.0
Andalucía,Sevilla,2024,Spain,December,3.675.342,1.8,3.4,47.6
Región de Murcia,Cartagena,2024,Spain,January,304.951,4.0,4.0,56.25
Región de Murcia,Cartagena,2024,Spain,February,379.225,3.5,4.0,49.75
Región de Murcia,Cartagena,2024,Spain,March,473.076,3.4,3.6,51.6
Región de Murcia,Cartagena,2024,Spain,April,400.902,3.0,3.75,48.25
Región de Murcia,Cartagena,2024,Spain,May,442.125,2.75,3.0,46.25
Región de Murcia,Cartagena,2024,Spain,June,493.185,3.0,4.0,52.0
Región de Murcia,Cartagena,2024,Spain,July,704.028,3.25,4.25,53.25
Región de Murcia,Cartagena,2024,Spain,August,862.640,3.5,4.25,56.5
Región de Murcia,Cartagena,2024,Spain,September,513.844,3.0,3.4,47.8
Región de Murcia,Cartagena,2024,Spain,October,448.038,3.0,3.0,44.25
Región de Murcia,Cartagena,2024,Spain,November,361.223,3.25,3.5,42.0
Región de Murcia,Cartagena,2024,Spain,December,327.328,3.6,3.4,42.2
Ciudad de Ceuta,Ceuta,2024,Spain,January,8.506,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,February,8.330,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,March,11.096,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,April,14.455,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,May,10.451,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,June,11.408,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,July,12.964,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,August,17.714,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,September,9.979,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,October,10.832,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,November,9.161,0.0,0.0,0.0
Ciudad de Ceuta,Ceuta,2024,Spain,December,9.688,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,January,8.130,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,February,9.479,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,March,9.561,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,April,10.661,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,May,11.909,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,June,13.092,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,July,10.063,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,August,15.222,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,September,12.793,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,October,12.759,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,November,10.677,0.0,0.0,0.0
Ciudad de Melilla,Melilla,2024,Spain,December,9.474,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,January,8.538.783,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,February,8.274.901,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,March,8.864.653,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,April,7.557.618,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,May,7.266.594,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,June,7.529.539,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,July,8.676.467,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,August,9.386.778,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,September,7.999.473,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,October,8.708.047,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,November,8.398.193,0.0,0.0,0.0
Canarias,Las Palmas de Gran Canaria,2024,Spain,December,8.287.773,0.0,0.0,0.0
