date,country,region,county,city,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3,nights_spent_nuts2,nights_spent_country,arrivals_country,bed_places_country,avg_length_of_stay_country,occupancy_rate_country
2020-01-01,Albania,Qendror (Central),Berat County,berat,0,32,0,11,0,0.0,60094.0,96566.0,52724.0,,1.83,
2020-02-01,Albania,Qendror (Central),Berat County,berat,0,16,0,0,0,0.0,32163.0,63781.0,45356.0,,1.41,
2020-03-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,9072.0,17009.0,12171.0,,1.4,
2020-04-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,0.0,0.0,0.0,,,
2020-05-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,10772.0,38098.0,11803.0,,3.23,
2020-06-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,15790.0,104513.0,56431.0,,1.85,
2020-07-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,65071.0,340007.0,124759.0,,2.73,
2020-08-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,132812.0,568284.0,168419.0,,3.37,
2020-09-01,Albania,Qendror (Central),Berat County,berat,0,13,0,0,0,0.0,59162.0,185724.0,79123.0,,2.35,
2020-10-01,Albania,Qendror (Central),Berat County,berat,0,18,0,9,0,0.0,33741.0,71242.0,37194.0,,1.92,
2020-11-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,37196.0,,,,,
2020-12-01,Albania,Qendror (Central),Berat County,berat,0,10,0,0,0,100.0,32730.0,,,,,
2021-01-01,Albania,Qendror (Central),Berat County,berat,0,9,0,0,0,0.0,27561.0,55030.0,39664.0,,1.39,
2021-02-01,Albania,Qendror (Central),Berat County,berat,0,13,0,0,0,0.0,27712.0,54924.0,,,,
2021-03-01,Albania,Qendror (Central),Berat County,berat,0,0,0,0,0,0.0,30641.0,55045.0,,,,
2021-04-01,Albania,Qendror (Central),Berat County,berat,0,15,0,0,0,0.0,45244.0,87134.0,54721.0,,1.59,
2021-05-01,Albania,Qendror (Central),Berat County,berat,0,22,0,12,0,0.0,71831.0,142095.0,72992.0,,1.95,
2021-06-01,Albania,Qendror (Central),Berat County,berat,0,28,0,0,0,0.0,131650.0,324474.0,138766.0,,2.34,
2021-07-01,Albania,Qendror (Central),Berat County,berat,0,30,0,12,0,0.0,201192.0,697052.0,246666.0,,2.83,
2021-08-01,Albania,Qendror (Central),Berat County,berat,0,36,0,0,0,0.0,251281.0,986183.0,257338.0,,3.83,
2021-09-01,Albania,Qendror (Central),Berat County,berat,0,26,0,0,0,0.0,134196.0,377091.0,126171.0,,2.99,
2021-10-01,Albania,Qendror (Central),Berat County,berat,0,27,0,0,0,0.0,76169.0,151723.0,74862.0,,2.03,
2021-11-01,Albania,Qendror (Central),Berat County,berat,0,29,0,12,0,0.0,78274.0,131065.0,68681.0,,1.91,
2021-12-01,Albania,Qendror (Central),Berat County,berat,0,13,0,0,0,0.0,69796.0,123140.0,72858.0,,1.69,
2022-01-01,Albania,Qendror (Central),Berat County,berat,0,17,0,0,0,0.0,60594.0,112180.0,59969.0,,1.87,
2022-02-01,Albania,Qendror (Central),Berat County,berat,0,23,0,10,0,0.0,57355.0,103768.0,,,,
2022-03-01,Albania,Qendror (Central),Berat County,berat,0,21,0,7,0,0.0,68013.0,113136.0,,,,
2022-04-01,Albania,Qendror (Central),Berat County,berat,0,20,0,9,0,0.0,75091.0,138541.0,73932.0,,1.87,
2022-05-01,Albania,Qendror (Central),Berat County,berat,0,26,0,13,0,0.0,151859.0,265738.0,121265.0,,2.19,
2022-06-01,Albania,Qendror (Central),Berat County,berat,0,27,0,16,9,0.0,187580.0,447438.0,174143.0,,2.57,
2022-07-01,Albania,Qendror (Central),Berat County,berat,0,56,0,21,0,0.0,257136.0,801208.0,278616.0,,2.88,
2022-08-01,Albania,Qendror (Central),Berat County,berat,0,52,0,20,0,0.0,266555.0,961887.0,299831.0,,3.21,
2022-09-01,Albania,Qendror (Central),Berat County,berat,0,60,0,19,0,0.0,193360.0,437018.0,176234.0,,2.48,
2022-10-01,Albania,Qendror (Central),Berat County,berat,0,28,0,10,0,0.0,99295.0,201009.0,108059.0,,1.86,
2022-11-01,Albania,Qendror (Central),Berat County,berat,0,25,0,0,0,0.0,77439.0,127511.0,77970.0,,1.64,
2022-12-01,Albania,Qendror (Central),Berat County,berat,0,16,0,0,0,0.0,63560.0,121895.0,80937.0,,1.51,
2023-01-01,Albania,Qendror (Central),Berat County,berat,0,25,0,0,12,0.0,60972.0,113635.0,75741.0,,1.5,
2023-02-01,Albania,Qendror (Central),Berat County,berat,0,17,0,0,0,0.0,64164.0,110155.0,,,,
2023-03-01,Albania,Qendror (Central),Berat County,berat,0,21,0,0,0,0.0,99670.0,154007.0,,,,
2023-04-01,Albania,Qendror (Central),Berat County,berat,0,43,0,12,0,0.0,152590.0,250769.0,115033.0,,2.18,
2023-05-01,Albania,Qendror (Central),Berat County,berat,0,58,0,23,0,0.0,184173.0,389789.0,167390.0,,2.33,
2023-06-01,Albania,Qendror (Central),Berat County,berat,0,49,0,19,0,0.0,277932.0,683713.0,260711.0,,2.62,
2023-07-01,Albania,Qendror (Central),Berat County,berat,0,87,0,25,0,0.0,358391.0,1187417.0,387230.0,,3.07,
2023-08-01,Albania,Qendror (Central),Berat County,berat,0,100,0,37,0,0.0,374281.0,1524990.0,492929.0,,3.09,
2023-09-01,Albania,Qendror (Central),Berat County,berat,0,85,0,25,0,0.0,281540.0,820741.0,299781.0,,2.74,
2023-10-01,Albania,Qendror (Central),Berat County,berat,0,51,0,26,0,0.0,141390.0,339285.0,152831.0,,2.22,
2023-11-01,Albania,Qendror (Central),Berat County,berat,0,41,0,12,0,0.0,132132.0,229230.0,111865.0,,2.05,
2023-12-01,Albania,Qendror (Central),Berat County,berat,0,16,0,0,0,0.0,116505.0,204123.0,119677.0,,1.71,
2024-01-01,Albania,Qendror (Central),Berat County,berat,0,17,0,0,0,0.0,107223.0,169714.0,96256.0,,1.76,
2024-02-01,Albania,Qendror (Central),Berat County,berat,0,28,0,0,0,0.0,113576.0,168756.0,91231.0,,1.85,
2024-03-01,Albania,Qendror (Central),Berat County,berat,0,36,0,10,0,0.0,146100.0,224868.0,115287.0,,1.95,
2024-04-01,Albania,Qendror (Central),Berat County,berat,0,51,0,18,0,0.0,255708.0,391836.0,316086.0,,1.24,
2024-05-01,Albania,Qendror (Central),Berat County,berat,0,70,0,31,0,0.0,280646.0,510285.0,244059.0,,2.09,
2024-06-01,Albania,Qendror (Central),Berat County,berat,0,70,0,35,0,0.0,333003.0,869073.0,365185.0,,2.38,
2024-07-01,Albania,Qendror (Central),Berat County,berat,0,76,0,34,0,0.0,450801.0,1378296.0,526293.0,,2.62,
2024-08-01,Albania,Qendror (Central),Berat County,berat,0,88,0,45,0,0.0,518726.0,1697681.0,650593.0,,2.61,
2024-09-01,Albania,Qendror (Central),Berat County,berat,9,78,0,54,0,0.0,388891.0,994932.0,402136.0,,2.47,
2024-10-01,Albania,Qendror (Central),Berat County,berat,0,55,0,17,0,0.0,239187.0,488388.0,218541.0,,2.23,
2024-11-01,Albania,Qendror (Central),Berat County,berat,0,25,0,16,0,0.0,176392.0,311262.0,146354.0,,2.13,
2024-12-01,Albania,Qendror (Central),Berat County,berat,0,32,0,0,0,0.0,138225.0,240623.0,136152.0,,1.77,
2025-01-01,Albania,Qendror (Central),Berat County,berat,0,24,0,0,0,0.0,,230420.0,122139.0,,1.89,
2025-02-01,Albania,Qendror (Central),Berat County,berat,0,19,0,0,0,0.0,,226431.0,118487.0,,1.91,
2025-03-01,Albania,Qendror (Central),Berat County,berat,0,30,0,12,0,0.0,,294082.0,140478.0,,2.09,
2025-04-01,Albania,Qendror (Central),Berat County,berat,0,38,0,18,0,0.0,,475233.0,213664.0,,2.22,
2025-05-01,Albania,Qendror (Central),Berat County,berat,0,38,0,21,0,0.0,,671231.0,321580.0,,2.09,
2025-06-01,Albania,Qendror (Central),Berat County,berat,0,50,0,31,0,0.0,,1201253.0,501176.0,,2.4,
2025-07-01,Albania,Qendror (Central),Berat County,berat,0,59,0,26,0,0.0,,1839778.0,708605.0,,2.6,
2025-08-01,Albania,Qendror (Central),Berat County,berat,0,72,0,29,0,0.0,,2263355.0,878901.0,,2.58,
2025-09-01,Albania,Qendror (Central),Berat County,berat,0,68,0,26,0,0.0,,1189483.0,529619.0,,2.25,
2025-10-01,Albania,Qendror (Central),Berat County,berat,0,59,0,23,0,0.0,,573215.0,304047.0,,1.89,
2025-11-01,Albania,Qendror (Central),Berat County,berat,0,30,0,13,0,0.0,,404055.0,190239.0,,2.12,
2025-12-01,Albania,Qendror (Central),Berat County,berat,13,15,0,0,0,0.0,,303555.0,173194.0,,1.75,
2026-01-01,Albania,Qendror (Central),Berat County,berat,0,36,0,0,0,0.0,,254775.0,142924.0,,1.78,
2026-02-01,Albania,Qendror (Central),Berat County,berat,0,26,0,0,0,0.0,,,135986.0,,,
2026-03-01,Albania,Qendror (Central),Berat County,berat,0,37,0,13,0,0.0,,,,,,
2020-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,15,0,0,0,,21446.0,96566.0,52724.0,,1.83,
2020-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,18,0,0,0,,18807.0,63781.0,45356.0,,1.41,
2020-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,4696.0,17009.0,12171.0,,1.4,
2020-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,0.0,0.0,0.0,,,
2020-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,18904.0,38098.0,11803.0,,3.23,
2020-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,75715.0,104513.0,56431.0,,1.85,
2020-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,15,0,0,0,,140208.0,340007.0,124759.0,,2.73,
2020-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,34,0,0,0,,251492.0,568284.0,168419.0,,3.37,
2020-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,35,0,0,0,,69057.0,185724.0,79123.0,,2.35,
2020-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,39,0,0,0,,21144.0,71242.0,37194.0,,1.92,
2020-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,18,0,0,0,,17031.0,,,,,
2020-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,17,0,0,0,,16541.0,,,,,
2021-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,19,0,0,0,,17217.0,55030.0,39664.0,,1.39,
2021-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,16701.0,54924.0,,,,
2021-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,16,0,0,0,,12054.0,55045.0,,,,
2021-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,26,0,0,0,,23941.0,87134.0,54721.0,,1.59,
2021-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,20,0,0,0,,47022.0,142095.0,72992.0,,1.95,
2021-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,32,0,0,0,,118925.0,324474.0,138766.0,,2.34,
2021-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,31,0,0,0,,285148.0,697052.0,246666.0,,2.83,
2021-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,44,0,18,0,,431786.0,986183.0,257338.0,,3.83,
2021-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,41,0,16,0,,157248.0,377091.0,126171.0,,2.99,
2021-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,32,0,0,0,,44272.0,151723.0,74862.0,,2.03,
2021-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,29,0,0,0,,29693.0,131065.0,68681.0,,1.91,
2021-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,28,0,0,0,,30757.0,123140.0,72858.0,,1.69,
2022-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,19,0,0,0,,26109.0,112180.0,59969.0,,1.87,
2022-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,16,0,0,0,,23187.0,103768.0,,,,
2022-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,16,0,0,0,,24444.0,113136.0,,,,
2022-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,32,0,0,0,,32185.0,138541.0,73932.0,,1.87,
2022-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,41,0,0,0,,64530.0,265738.0,121265.0,,2.19,
2022-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,34,0,0,0,,137081.0,447438.0,174143.0,,2.57,
2022-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,42,0,18,0,,275862.0,801208.0,278616.0,,2.88,
2022-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,67,0,19,0,,414820.0,961887.0,299831.0,,3.21,
2022-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,50,0,20,0,,165995.0,437018.0,176234.0,,2.48,
2022-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,45,0,0,0,,61881.0,201009.0,108059.0,,1.86,
2022-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,33,0,0,0,,28810.0,127511.0,77970.0,,1.64,
2022-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,18,0,0,0,,37464.0,121895.0,80937.0,,1.51,
2023-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,23,0,0,0,,26706.0,113635.0,75741.0,,1.5,
2023-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,23759.0,110155.0,,,,
2023-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,20,0,0,0,,30433.0,154007.0,,,,
2023-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,51,0,0,0,,57899.0,250769.0,115033.0,,2.18,
2023-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,44,0,21,0,,153141.0,389789.0,167390.0,,2.33,
2023-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,52,0,16,0,,296166.0,683713.0,260711.0,,2.62,
2023-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,60,0,29,0,,468920.0,1187417.0,387230.0,,3.07,
2023-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,100,0,46,0,,601250.0,1524990.0,492929.0,,3.09,
2023-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,81,0,31,0,,307465.0,820741.0,299781.0,,2.74,
2023-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,52,0,16,0,,126318.0,339285.0,152831.0,,2.22,
2023-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,32,0,17,0,,59357.0,229230.0,111865.0,,2.05,
2023-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,18,0,0,0,,52061.0,204123.0,119677.0,,1.71,
2024-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,29,0,0,0,,36653.0,169714.0,96256.0,,1.76,
2024-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,22,0,0,0,,30515.0,168756.0,91231.0,,1.85,
2024-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,33,0,0,0,,41534.0,224868.0,115287.0,,1.95,
2024-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,38,0,31,0,,86283.0,391836.0,316086.0,,1.24,
2024-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,63,0,27,0,,156268.0,510285.0,244059.0,,2.09,
2024-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,39,0,35,0,,342886.0,869073.0,365185.0,,2.38,
2024-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,68,0,51,0,,541123.0,1378296.0,526293.0,,2.62,
2024-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,94,0,50,0,,702665.0,1697681.0,650593.0,,2.61,
2024-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,67,0,40,0,,395471.0,994932.0,402136.0,,2.47,
2024-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,47,0,21,0,,155594.0,488388.0,218541.0,,2.23,
2024-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,31,0,0,0,,81044.0,311262.0,146354.0,,2.13,
2024-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,29,0,0,0,,55581.0,240623.0,136152.0,,1.77,
2025-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,,230420.0,122139.0,,1.89,
2025-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,,226431.0,118487.0,,1.91,
2025-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,30,0,0,0,,,294082.0,140478.0,,2.09,
2025-04-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,28,0,18,0,,,475233.0,213664.0,,2.22,
2025-05-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,45,0,23,0,,,671231.0,321580.0,,2.09,
2025-06-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,47,0,25,0,,,1201253.0,501176.0,,2.4,
2025-07-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,44,0,34,0,,,1839778.0,708605.0,,2.6,
2025-08-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,57,0,40,0,,,2263355.0,878901.0,,2.58,
2025-09-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,65,0,43,0,,,1189483.0,529619.0,,2.25,
2025-10-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,50,0,0,0,,,573215.0,304047.0,,1.89,
2025-11-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,33,0,0,0,,,404055.0,190239.0,,2.12,
2025-12-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,21,0,0,0,,,303555.0,173194.0,,1.75,
2026-01-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,,254775.0,142924.0,,1.78,
2026-02-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,,,135986.0,,,
2026-03-01,Albania,Jugor (Southern),Gjirokastër County,gjirokastra,0,0,0,0,0,,,,,,,
2020-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,39,,21446.0,96566.0,52724.0,,1.83,
2020-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,35,,18807.0,63781.0,45356.0,,1.41,
2020-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,2,0,0,24,,4696.0,17009.0,12171.0,,1.4,
2020-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,0,0,0,20,,0.0,0.0,0.0,,,
2020-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,7,0,0,32,,18904.0,38098.0,11803.0,,3.23,
2020-06-01,Albania,Jugor (Southern),Vlorë County,sarande,0,14,0,0,33,,75715.0,104513.0,56431.0,,1.85,
2020-07-01,Albania,Jugor (Southern),Vlorë County,sarande,0,35,0,10,28,,140208.0,340007.0,124759.0,,2.73,
2020-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,37,0,18,29,,251492.0,568284.0,168419.0,,3.37,
2020-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,7,0,10,22,,69057.0,185724.0,79123.0,,2.35,
2020-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,2,0,0,15,,21144.0,71242.0,37194.0,,1.92,
2020-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,0,0,0,15,,17031.0,,,,,
2020-12-01,Albania,Jugor (Southern),Vlorë County,sarande,0,0,0,0,20,,16541.0,,,,,
2021-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,0,0,0,16,,17217.0,55030.0,39664.0,,1.39,
2021-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,3,0,0,12,,16701.0,54924.0,,,,
2021-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,10,,12054.0,55045.0,,,,
2021-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,11,,23941.0,87134.0,54721.0,,1.59,
2021-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,11,0,3,15,,47022.0,142095.0,72992.0,,1.95,
2021-06-01,Albania,Jugor (Southern),Vlorë County,sarande,2,19,0,9,22,,118925.0,324474.0,138766.0,,2.34,
2021-07-01,Albania,Jugor (Southern),Vlorë County,sarande,0,35,0,25,63,,285148.0,697052.0,246666.0,,2.83,
2021-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,44,0,37,47,,431786.0,986183.0,257338.0,,3.83,
2021-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,7,0,10,31,,157248.0,377091.0,126171.0,,2.99,
2021-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,2,0,0,31,,44272.0,151723.0,74862.0,,2.03,
2021-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,3,0,3,16,,29693.0,131065.0,68681.0,,1.91,
2021-12-01,Albania,Jugor (Southern),Vlorë County,sarande,0,2,0,0,28,,30757.0,123140.0,72858.0,,1.69,
2022-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,3,0,0,25,,26109.0,112180.0,59969.0,,1.87,
2022-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,2,0,0,15,,23187.0,103768.0,,,,
2022-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,5,0,0,13,,24444.0,113136.0,,,,
2022-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,6,0,0,19,,32185.0,138541.0,73932.0,,1.87,
2022-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,12,0,3,24,,64530.0,265738.0,121265.0,,2.19,
2022-06-01,Albania,Jugor (Southern),Vlorë County,sarande,0,19,0,16,34,,137081.0,447438.0,174143.0,,2.57,
2022-07-01,Albania,Jugor (Southern),Vlorë County,sarande,0,31,0,37,54,,275862.0,801208.0,278616.0,,2.88,
2022-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,35,0,57,49,,414820.0,961887.0,299831.0,,3.21,
2022-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,17,0,24,41,,165995.0,437018.0,176234.0,,2.48,
2022-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,5,0,4,17,,61881.0,201009.0,108059.0,,1.86,
2022-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,3,0,0,25,,28810.0,127511.0,77970.0,,1.64,
2022-12-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,14,,37464.0,121895.0,80937.0,,1.51,
2023-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,75,,26706.0,113635.0,75741.0,,1.5,
2023-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,9,0,0,25,,23759.0,110155.0,,,,
2023-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,5,0,0,22,,30433.0,154007.0,,,,
2023-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,9,0,2,24,,57899.0,250769.0,115033.0,,2.18,
2023-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,16,0,8,33,,153141.0,389789.0,167390.0,,2.33,
2023-06-01,Albania,Jugor (Southern),Vlorë County,sarande,0,26,0,36,41,,296166.0,683713.0,260711.0,,2.62,
2023-07-01,Albania,Jugor (Southern),Vlorë County,sarande,2,33,0,76,58,,468920.0,1187417.0,387230.0,,3.07,
2023-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,38,0,100,53,,601250.0,1524990.0,492929.0,,3.09,
2023-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,15,0,51,50,,307465.0,820741.0,299781.0,,2.74,
2023-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,6,0,7,18,,126318.0,339285.0,152831.0,,2.22,
2023-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,3,14,,59357.0,229230.0,111865.0,,2.05,
2023-12-01,Albania,Jugor (Southern),Vlorë County,sarande,0,5,0,0,14,,52061.0,204123.0,119677.0,,1.71,
2024-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,6,0,0,9,,36653.0,169714.0,96256.0,,1.76,
2024-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,6,0,0,7,,30515.0,168756.0,91231.0,,1.85,
2024-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,8,0,3,13,,41534.0,224868.0,115287.0,,1.95,
2024-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,16,0,9,21,,86283.0,391836.0,316086.0,,1.24,
2024-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,21,0,23,35,,156268.0,510285.0,244059.0,,2.09,
2024-06-01,Albania,Jugor (Southern),Vlorë County,sarande,0,24,0,45,43,,342886.0,869073.0,365185.0,,2.38,
2024-07-01,Albania,Jugor (Southern),Vlorë County,sarande,0,32,0,71,49,,541123.0,1378296.0,526293.0,,2.62,
2024-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,34,0,91,49,,702665.0,1697681.0,650593.0,,2.61,
2024-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,16,0,47,46,,395471.0,994932.0,402136.0,,2.47,
2024-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,7,0,10,26,,155594.0,488388.0,218541.0,,2.23,
2024-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,2,9,,81044.0,311262.0,146354.0,,2.13,
2024-12-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,8,,55581.0,240623.0,136152.0,,1.77,
2025-01-01,Albania,Jugor (Southern),Vlorë County,sarande,0,5,0,0,11,,,230420.0,122139.0,,1.89,
2025-02-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,10,,,226431.0,118487.0,,1.91,
2025-03-01,Albania,Jugor (Southern),Vlorë County,sarande,0,8,0,0,9,,,294082.0,140478.0,,2.09,
2025-04-01,Albania,Jugor (Southern),Vlorë County,sarande,0,12,0,7,18,,,475233.0,213664.0,,2.22,
2025-05-01,Albania,Jugor (Southern),Vlorë County,sarande,0,17,0,16,30,,,671231.0,321580.0,,2.09,
2025-06-01,Albania,Jugor (Southern),Vlorë County,sarande,0,26,0,54,31,,,1201253.0,501176.0,,2.4,
2025-07-01,Albania,Jugor (Southern),Vlorë County,sarande,0,32,0,89,40,,,1839778.0,708605.0,,2.6,
2025-08-01,Albania,Jugor (Southern),Vlorë County,sarande,0,33,0,96,44,,,2263355.0,878901.0,,2.58,
2025-09-01,Albania,Jugor (Southern),Vlorë County,sarande,0,17,0,54,43,,,1189483.0,529619.0,,2.25,
2025-10-01,Albania,Jugor (Southern),Vlorë County,sarande,0,7,0,8,18,,,573215.0,304047.0,,1.89,
2025-11-01,Albania,Jugor (Southern),Vlorë County,sarande,0,4,0,0,6,,,404055.0,190239.0,,2.12,
