date,country,google_trends,wiki_views
2020-01-01,Austria,0.7234042553191489,0.588685136029836
2020-02-01,Austria,0.7234042553191489,0.400266046296915
2020-03-01,Austria,1.0,0.6340344888327372
2020-04-01,Austria,0.4468085106382979,0.7708843306020057
2020-05-01,Austria,0.4574468085106383,0.48046260470258084
2020-06-01,Austria,0.5319148936170213,0.22664350403625022
2020-07-01,Austria,0.9042553191489362,0.3340095849556286
2020-08-01,Austria,0.9574468085106382,0.2912721021909337
2020-09-01,Austria,0.7553191489361701,0.3306080797895927
2020-10-01,Austria,0.6276595744680851,0.333432543900676
2020-11-01,Austria,0.06382978723404253,0.6261381375544393
2020-12-01,Austria,0.05319148936170212,0.402185467069178
2021-01-01,Austria,0.04255319148936171,0.38850655700861925
2021-02-01,Austria,0.021276595744680854,0.2736814611894334
2021-03-01,Austria,0.010638297872340413,0.42375465429166703
2021-04-01,Austria,0.0,0.3558095886000985
2021-05-01,Austria,0.12765957446808512,0.4743824142182915
2021-06-01,Austria,0.22340425531914893,1.0
2021-07-01,Austria,0.2978723404255319,0.5620744322219726
2021-08-01,Austria,0.4361702127659574,0.5358767683271277
2021-09-01,Austria,0.30851063829787234,0.5072616061178501
2021-10-01,Austria,0.3617021276595745,0.6014286321697351
2021-11-01,Austria,0.28723404255319146,0.7576852757345125
2021-12-01,Austria,0.22340425531914893,0.5667818724071116
2022-01-01,Austria,0.41489361702127653,0.6087600906258162
2022-02-01,Austria,0.3404255319148936,0.6717122326629534
2022-03-01,Austria,0.24468085106382975,0.7963288040672283
2022-04-01,Austria,0.24468085106382975,0.662613206343807
2022-05-01,Austria,0.2553191489361702,0.5794464050342276
2022-06-01,Austria,0.3297872340425532,0.5034652833878992
2022-07-01,Austria,0.41489361702127653,0.6356441296702362
2022-08-01,Austria,0.41489361702127653,0.7235062229322189
2022-09-01,Austria,0.3191489361702127,0.6463102780123062
2022-10-01,Austria,0.3191489361702127,0.841477711029988
2022-11-01,Austria,0.3297872340425532,0.7017608863350604
2022-12-01,Austria,0.3723404255319149,0.67335831819866
2023-01-01,Austria,0.4574468085106383,0.7071850722516142
2023-02-01,Austria,0.3723404255319149,0.4963707154701671
2023-03-01,Austria,0.2765957446808511,0.7557597808458814
2023-04-01,Austria,0.24468085106382975,0.5729167299387121
2023-05-01,Austria,0.24468085106382975,0.692759045877801
2023-06-01,Austria,0.28723404255319146,0.7947495338115689
2023-07-01,Austria,0.38297872340425526,0.8152921953678789
2023-08-01,Austria,0.38297872340425526,0.7011231041164288
2023-09-01,Austria,0.28723404255319146,0.6159822149872747
2023-10-01,Austria,0.2978723404255319,0.5912970060680423
2023-11-01,Austria,0.3297872340425532,0.5280715287943487
2023-12-01,Austria,0.39361702127659576,0.6832834243438437
2024-01-01,Austria,0.4680851063829787,0.8085802967813258
2024-02-01,Austria,0.39361702127659576,0.48611153292474785
2024-03-01,Austria,0.351063829787234,0.5713617561485242
2024-04-01,Austria,0.28723404255319146,0.476204649128668
2024-05-01,Austria,0.26595744680851063,0.472116768813057
2024-06-01,Austria,0.38297872340425526,0.7859299168453469
2024-07-01,Austria,0.4574468085106383,0.814508634356417
2024-08-01,Austria,0.49999999999999994,0.5871423104723841
2024-09-01,Austria,0.39361702127659576,0.45753281541367774
2024-10-01,Austria,0.40425531914893614,0.40561734281705375
2024-11-01,Austria,0.3723404255319149,0.4069718707671002
2024-12-01,Austria,0.4787234042553192,0.5670430594109321
2025-01-01,Austria,0.5638297872340425,0.5586182600086254
2025-02-01,Austria,0.425531914893617,0.3567571507534941
2025-03-01,Austria,0.3617021276595745,0.39524882617701196
2025-04-01,Austria,0.30851063829787234,0.31012615939696175
2025-05-01,Austria,0.3191489361702127,0.3895391567911659
2025-06-01,Austria,0.41489361702127653,0.35141800246609134
2025-07-01,Austria,0.49999999999999994,0.2533878384042081
2025-08-01,Austria,0.7978723404255319,0.29613746940163876
2025-09-01,Austria,0.574468085106383,0.24472614846355234
2025-10-01,Austria,0.5319148936170213,0.1967102585751337
2025-11-01,Austria,0.5425531914893618,0.13907904247629577
2025-12-01,Austria,0.5851063829787233,0.21182873421489012
2026-01-01,Austria,0.6808510638297871,0.20603402719989306
2026-02-01,Austria,0.6808510638297871,0.10948594753178287
2026-03-01,Austria,0.5212765957446808,0.0
2020-01-01,Belgium,0.154320987654321,0.42649768702735147
2020-02-01,Belgium,0.154320987654321,0.3126832610573711
2020-03-01,Belgium,0.2592592592592593,0.4385455721575119
2020-04-01,Belgium,0.18518518518518523,0.7688601960175164
2020-05-01,Belgium,0.2716049382716049,0.5514960911400594
2020-06-01,Belgium,0.3580246913580247,0.2963030738917095
2020-07-01,Belgium,0.623456790123457,0.3149472931623677
2020-08-01,Belgium,0.5370370370370373,0.28301678022291354
2020-09-01,Belgium,0.4506172839506174,0.28865558198817765
2020-10-01,Belgium,0.2592592592592593,0.43056613569723245
2020-11-01,Belgium,0.11728395061728403,0.30470382459709167
2020-12-01,Belgium,0.12345679012345678,0.27465007511309525
2021-01-01,Belgium,0.28395061728395066,0.28470629290277005
2021-02-01,Belgium,0.1913580246913581,0.20764408734397544
2021-03-01,Belgium,0.154320987654321,0.3718332276501305
2021-04-01,Belgium,0.16049382716049398,0.32602913451840376
2021-05-01,Belgium,0.21604938271604945,0.4044233740036344
2021-06-01,Belgium,0.16049382716049398,0.8428497865766728
2021-07-01,Belgium,0.4320987654320988,0.6659914290213168
2021-08-01,Belgium,0.17901234567901236,0.47581698790104643
2021-09-01,Belgium,0.08024691358024705,0.37755714340430424
2021-10-01,Belgium,0.2592592592592593,0.36827546291370716
2021-11-01,Belgium,0.12962962962962965,0.33164665778644054
2021-12-01,Belgium,0.07407407407407407,0.3407410875014363
2022-01-01,Belgium,0.25308641975308654,0.4196672894173522
2022-02-01,Belgium,0.1913580246913582,0.47256988922414356
2022-03-01,Belgium,0.07407407407407407,0.5213061592738074
2022-04-01,Belgium,0.20370370370370383,0.44712931793905
2022-05-01,Belgium,0.09876543209876543,0.4419799216100163
2022-06-01,Belgium,0.19753086419753085,0.43456649317598595
2022-07-01,Belgium,0.24691358024691368,0.4520489064980274
2022-08-01,Belgium,0.33950617283950624,0.471374037679963
2022-09-01,Belgium,0.06172839506172845,0.545801965282004
2022-10-01,Belgium,0.0679012345679012,0.5509130603160283
2022-11-01,Belgium,0.024691358024691357,1.0
2022-12-01,Belgium,0.0185185185185186,0.6632975712723265
2023-01-01,Belgium,0.0679012345679012,0.5065644163946567
2023-02-01,Belgium,0.11111111111111116,0.41882040522770125
2023-03-01,Belgium,0.12962962962962965,0.5158801424808174
2023-04-01,Belgium,0.12345679012345678,0.43664753020482683
2023-05-01,Belgium,0.07407407407407407,0.5241021538094893
2023-06-01,Belgium,0.11111111111111116,0.5071048902242329
2023-07-01,Belgium,0.2716049382716049,0.6255197272947796
2023-08-01,Belgium,0.1913580246913581,0.5077177109443823
2023-09-01,Belgium,0.14197530864197538,0.4124709016550415
2023-10-01,Belgium,0.049382716049382824,0.5296983985802987
2023-11-01,Belgium,0.12962962962962965,0.46495218721673004
2023-12-01,Belgium,0.0185185185185186,0.43143855408355647
2024-01-01,Belgium,0.16049382716049387,0.5466062924772
2024-02-01,Belgium,0.13580246913580252,0.411883615131565
2024-03-01,Belgium,0.11111111111111116,0.504636584545853
2024-04-01,Belgium,0.1049382716049383,0.3861494005847331
2024-05-01,Belgium,0.154320987654321,0.3667732010094519
2024-06-01,Belgium,0.16666666666666663,0.598138557062546
2024-07-01,Belgium,0.22222222222222232,0.5082666961728496
2024-08-01,Belgium,0.24691358024691368,0.3781188957311079
2024-09-01,Belgium,0.11111111111111116,0.2287778907902408
2024-10-01,Belgium,0.08024691358024705,0.2469582388213415
2024-11-01,Belgium,0.0,0.23904689355218978
