date,country,region,city,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3,nights_spent_nuts2,nights_spent_country,arrivals_country,bed_places_country,avg_length_of_stay_country,occupancy_rate_country
2021-12-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,52634.0,553820.0,235961.0,1085713.0,2.35,1.65
2022-01-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,59706.0,505088.0,172813.0,1127178.0,2.92,1.45
2022-02-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,56406.0,569773.0,225448.0,1127178.0,2.53,1.81
2022-03-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,54071.0,811830.0,314872.0,1127178.0,2.58,2.32
2022-04-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,77252.0,2524820.0,832563.0,1127178.0,3.03,7.47
2022-05-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,80568.0,4262857.0,1230878.0,1127178.0,3.46,12.2
2022-06-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,3,0,100911.0,13068016.0,2658171.0,1127178.0,4.92,38.65
2022-07-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,2,11,0,142432.0,25251042.0,4339175.0,1127178.0,5.82,72.26
2022-08-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,100,0,173004.0,27515088.0,4376957.0,1127178.0,6.29,78.74
2022-09-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,93229.0,11129168.0,2072946.0,1127178.0,5.37,32.91
2022-10-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,81335.0,2826847.0,891762.0,1127178.0,3.17,8.09
2022-11-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,68686.0,800869.0,324118.0,1127178.0,2.47,2.37
2022-12-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,67824.0,739985.0,329442.0,1127178.0,2.25,2.12
2023-01-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,69214.0,601576.0,228788.0,1149340.0,2.63,1.69
2023-02-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,65059.0,651143.0,272438.0,1149340.0,2.39,2.02
2023-03-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,64047.0,982111.0,424191.0,1149340.0,2.32,2.76
2023-04-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,89214.0,3040869.0,1090608.0,1149340.0,2.79,8.82
2023-05-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,2,0,97202.0,5570471.0,1624019.0,1149340.0,3.43,15.63
2023-06-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,4,0,107976.0,13182447.0,2732647.0,1149340.0,4.82,38.23
2023-07-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,14,0,154011.0,25028824.0,4506216.0,1149340.0,5.55,70.25
2023-08-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,94,0,183347.0,26886341.0,4434102.0,1149340.0,6.06,75.46
2023-09-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,2,0,104413.0,11570721.0,2390861.0,1149340.0,4.84,33.56
2023-10-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,88539.0,3164783.0,1024654.0,1149340.0,3.09,8.88
2023-11-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,74059.0,822758.0,368705.0,1149340.0,2.23,2.39
2023-12-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,82542.0,839104.0,389344.0,1149340.0,2.16,2.36
2024-01-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,69085.0,594306.0,231154.0,1177999.0,2.57,1.63
2024-02-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,77304.0,702884.0,312397.0,1177999.0,2.25,2.06
2024-03-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,74833.0,1321372.0,536528.0,1177999.0,2.46,3.62
2024-04-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,2,0,0,92335.0,2774105.0,1030837.0,1177999.0,2.69,7.85
2024-05-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,5,0,107728.0,6902834.0,1941468.0,1177999.0,3.56,18.9
2024-06-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,5,0,112925.0,12520177.0,2824765.0,1177999.0,4.43,35.43
2024-07-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,7,0,163628.0,25159829.0,4413940.0,1177999.0,5.7,68.9
2024-08-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,79,0,197432.0,27171764.0,4690985.0,1177999.0,5.79,74.41
2024-09-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,6,0,103448.0,11177605.0,2282184.0,1177999.0,4.9,31.63
2024-10-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,2,0,93095.0,3450236.0,1120644.0,1177999.0,3.08,9.45
2024-11-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,80964.0,988398.0,444140.0,1177999.0,2.23,2.8
2024-12-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,81993.0,880186.0,410274.0,1177999.0,2.15,2.41
2025-01-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,650191.0,257260.0,,2.53,
2025-02-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,707655.0,312971.0,,2.26,
2025-03-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,1001810.0,433279.0,,2.31,
2025-04-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,3285477.0,1183596.0,,2.78,
2025-05-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,5868629.0,1842550.0,,3.19,
2025-06-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,6,0,,14338131.0,3180196.0,,4.51,
2025-07-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,12,0,,24949182.0,4356619.0,,5.73,
2025-08-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,84,0,,26698687.0,4712840.0,,5.67,
2025-09-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,4,0,,11878893.0,2413037.0,,4.92,
2025-10-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,3534395.0,1145990.0,,3.08,
2025-11-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,931046.0,414243.0,,2.25,
2025-12-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,941480.0,440431.0,,2.14,
2026-01-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,666278.0,264054.0,,2.52,
2026-02-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,,328081.0,,,
2026-03-01,Croatia,Sjeverna Hrvatska,varazdin,0,0,0,0,0,0,,,,,,
2020-01-01,Croatia,Grad Zagreb,zagreb,4,45,31,1,0,0,131272.0,544720.0,219726.0,1048350.0,2.48,1.68
2020-02-01,Croatia,Grad Zagreb,zagreb,4,43,20,1,0,0,115070.0,610408.0,278714.0,1048350.0,2.19,2.01
2020-03-01,Croatia,Grad Zagreb,zagreb,2,23,14,4,0,0,49907.0,289593.0,104385.0,1048350.0,2.77,0.89
2020-04-01,Croatia,Grad Zagreb,zagreb,1,12,7,2,0,0,9787.0,34063.0,2241.0,1048350.0,15.2,0.11
2020-05-01,Croatia,Grad Zagreb,zagreb,1,17,10,1,0,0,17000.0,166954.0,62040.0,1048350.0,2.69,0.51
2020-06-01,Croatia,Grad Zagreb,zagreb,2,24,12,0,0,0,50304.0,3587986.0,797499.0,1048350.0,4.5,11.41
2020-07-01,Croatia,Grad Zagreb,zagreb,3,27,11,0,0,0,74534.0,14657372.0,2244495.0,1048350.0,6.53,45.1
2020-08-01,Croatia,Grad Zagreb,zagreb,3,26,10,0,0,0,82040.0,16685990.0,2466228.0,1048350.0,6.77,51.34
2020-09-01,Croatia,Grad Zagreb,zagreb,2,23,8,0,0,0,75695.0,3124170.0,487917.0,1048350.0,6.4,9.93
2020-10-01,Croatia,Grad Zagreb,zagreb,2,20,10,0,0,0,76446.0,617635.0,184489.0,1048350.0,3.35,1.9
2020-11-01,Croatia,Grad Zagreb,zagreb,2,16,8,0,0,0,55489.0,268521.0,87197.0,1048350.0,3.08,0.85
2020-12-01,Croatia,Grad Zagreb,zagreb,1,16,8,1,0,0,42533.0,183932.0,62451.0,1048350.0,2.95,0.57
2021-01-01,Croatia,Grad Zagreb,zagreb,1,17,8,0,0,0,42620.0,249008.0,87634.0,1085713.0,2.84,0.74
2021-02-01,Croatia,Grad Zagreb,zagreb,1,17,7,0,0,0,47058.0,245100.0,104065.0,1085713.0,2.36,0.81
2021-03-01,Croatia,Grad Zagreb,zagreb,2,18,8,1,0,0,57614.0,359537.0,132604.0,1085713.0,2.71,1.07
2021-04-01,Croatia,Grad Zagreb,zagreb,2,20,8,0,0,0,72771.0,667922.0,219583.0,1085713.0,3.04,2.05
2021-05-01,Croatia,Grad Zagreb,zagreb,3,24,9,0,0,0,85815.0,1501484.0,407124.0,1085713.0,3.69,4.46
2021-06-01,Croatia,Grad Zagreb,zagreb,3,31,13,0,0,0,104107.0,6515509.0,1370080.0,1085713.0,4.76,20.0
2021-07-01,Croatia,Grad Zagreb,zagreb,4,41,14,1,0,0,159511.0,20944793.0,3531014.0,1085713.0,5.93,62.23
2021-08-01,Croatia,Grad Zagreb,zagreb,3,38,15,1,0,0,191736.0,26185693.0,4065400.0,1085713.0,6.44,77.8
2021-09-01,Croatia,Grad Zagreb,zagreb,3,33,14,1,0,0,169955.0,10187844.0,1760130.0,1085713.0,5.79,31.28
2021-10-01,Croatia,Grad Zagreb,zagreb,3,31,13,1,0,0,156699.0,2185210.0,636693.0,1085713.0,3.43,6.49
2021-11-01,Croatia,Grad Zagreb,zagreb,2,28,12,0,0,0,128002.0,575764.0,220466.0,1085713.0,2.61,1.77
2021-12-01,Croatia,Grad Zagreb,zagreb,3,30,11,0,0,0,159336.0,553820.0,235961.0,1085713.0,2.35,1.65
2022-01-01,Croatia,Grad Zagreb,zagreb,3,29,15,0,0,0,104437.0,505088.0,172813.0,1127178.0,2.92,1.45
2022-02-01,Croatia,Grad Zagreb,zagreb,5,32,19,0,0,0,103657.0,569773.0,225448.0,1127178.0,2.53,1.81
2022-03-01,Croatia,Grad Zagreb,zagreb,5,32,19,1,0,0,132138.0,811830.0,314872.0,1127178.0,2.58,2.32
2022-04-01,Croatia,Grad Zagreb,zagreb,6,36,23,1,0,0,170046.0,2524820.0,832563.0,1127178.0,3.03,7.47
2022-05-01,Croatia,Grad Zagreb,zagreb,6,39,24,0,0,0,183582.0,4262857.0,1230878.0,1127178.0,3.46,12.2
2022-06-01,Croatia,Grad Zagreb,zagreb,5,41,25,1,0,0,203908.0,13068016.0,2658171.0,1127178.0,4.92,38.65
2022-07-01,Croatia,Grad Zagreb,zagreb,6,42,24,1,0,0,246146.0,25251042.0,4339175.0,1127178.0,5.82,72.26
2022-08-01,Croatia,Grad Zagreb,zagreb,5,44,23,1,0,0,257483.0,27515088.0,4376957.0,1127178.0,6.29,78.74
2022-09-01,Croatia,Grad Zagreb,zagreb,4,43,20,1,0,0,226916.0,11129168.0,2072946.0,1127178.0,5.37,32.91
2022-10-01,Croatia,Grad Zagreb,zagreb,5,38,18,1,0,0,208745.0,2826847.0,891762.0,1127178.0,3.17,8.09
2022-11-01,Croatia,Grad Zagreb,zagreb,5,39,16,1,0,0,159065.0,800869.0,324118.0,1127178.0,2.47,2.37
2022-12-01,Croatia,Grad Zagreb,zagreb,4,41,18,1,0,0,209921.0,739985.0,329442.0,1127178.0,2.25,2.12
2023-01-01,Croatia,Grad Zagreb,zagreb,5,35,25,1,0,0,127643.0,601576.0,228788.0,1149340.0,2.63,1.69
2023-02-01,Croatia,Grad Zagreb,zagreb,5,36,23,1,0,0,123697.0,651143.0,272438.0,1149340.0,2.39,2.02
2023-03-01,Croatia,Grad Zagreb,zagreb,5,36,23,1,0,0,160342.0,982111.0,424191.0,1149340.0,2.32,2.76
2023-04-01,Croatia,Grad Zagreb,zagreb,5,43,23,1,0,0,208247.0,3040869.0,1090608.0,1149340.0,2.79,8.82
2023-05-01,Croatia,Grad Zagreb,zagreb,5,40,23,1,0,0,227551.0,5570471.0,1624019.0,1149340.0,3.43,15.63
2023-06-01,Croatia,Grad Zagreb,zagreb,5,45,23,1,0,0,234303.0,13182447.0,2732647.0,1149340.0,4.82,38.23
2023-07-01,Croatia,Grad Zagreb,zagreb,5,45,23,1,0,0,266993.0,25028824.0,4506216.0,1149340.0,5.55,70.25
2023-08-01,Croatia,Grad Zagreb,zagreb,4,44,22,1,0,0,274231.0,26886341.0,4434102.0,1149340.0,6.06,75.46
2023-09-01,Croatia,Grad Zagreb,zagreb,4,46,20,1,0,0,257468.0,11570721.0,2390861.0,1149340.0,4.84,33.56
2023-10-01,Croatia,Grad Zagreb,zagreb,4,44,18,1,0,0,224181.0,3164783.0,1024654.0,1149340.0,3.09,8.88
2023-11-01,Croatia,Grad Zagreb,zagreb,4,42,18,1,0,0,168726.0,822758.0,368705.0,1149340.0,2.23,2.39
2023-12-01,Croatia,Grad Zagreb,zagreb,4,47,17,1,0,0,234072.0,839104.0,389344.0,1149340.0,2.16,2.36
2024-01-01,Croatia,Grad Zagreb,zagreb,4,37,23,1,0,0,133364.0,594306.0,231154.0,1177999.0,2.57,1.63
2024-02-01,Croatia,Grad Zagreb,zagreb,4,39,24,1,0,0,130856.0,702884.0,312397.0,1177999.0,2.25,2.06
2024-03-01,Croatia,Grad Zagreb,zagreb,4,41,24,1,0,0,166763.0,1321372.0,536528.0,1177999.0,2.46,3.62
2024-04-01,Croatia,Grad Zagreb,zagreb,4,44,22,1,0,0,234968.0,2774105.0,1030837.0,1177999.0,2.69,7.85
2024-05-01,Croatia,Grad Zagreb,zagreb,5,46,22,1,0,0,254123.0,6902834.0,1941468.0,1177999.0,3.56,18.9
2024-06-01,Croatia,Grad Zagreb,zagreb,4,44,22,1,0,0,250568.0,12520177.0,2824765.0,1177999.0,4.43,35.43
2024-07-01,Croatia,Grad Zagreb,zagreb,4,46,23,1,0,0,258247.0,25159829.0,4413940.0,1177999.0,5.7,68.9
2024-08-01,Croatia,Grad Zagreb,zagreb,5,45,25,1,0,0,284486.0,27171764.0,4690985.0,1177999.0,5.79,74.41
2024-09-01,Croatia,Grad Zagreb,zagreb,3,47,24,1,0,0,261143.0,11177605.0,2282184.0,1177999.0,4.9,31.63
2024-10-01,Croatia,Grad Zagreb,zagreb,3,42,20,1,0,0,245289.0,3450236.0,1120644.0,1177999.0,3.08,9.45
2024-11-01,Croatia,Grad Zagreb,zagreb,3,40,18,1,0,0,187332.0,988398.0,444140.0,1177999.0,2.23,2.8
2024-12-01,Croatia,Grad Zagreb,zagreb,3,43,17,1,0,0,239304.0,880186.0,410274.0,1177999.0,2.15,2.41
2025-01-01,Croatia,Grad Zagreb,zagreb,3,35,22,1,0,0,,650191.0,257260.0,,2.53,
2025-02-01,Croatia,Grad Zagreb,zagreb,4,35,22,1,0,0,,707655.0,312971.0,,2.26,
2025-03-01,Croatia,Grad Zagreb,zagreb,3,36,21,1,0,0,,1001810.0,433279.0,,2.31,
2025-04-01,Croatia,Grad Zagreb,zagreb,5,38,20,1,0,0,,3285477.0,1183596.0,,2.78,
2025-05-01,Croatia,Grad Zagreb,zagreb,4,39,20,1,0,0,,5868629.0,1842550.0,,3.19,
2025-06-01,Croatia,Grad Zagreb,zagreb,4,40,22,1,0,0,,14338131.0,3180196.0,,4.51,
2025-07-01,Croatia,Grad Zagreb,zagreb,4,46,27,1,0,0,,24949182.0,4356619.0,,5.73,
2025-08-01,Croatia,Grad Zagreb,zagreb,8,84,84,3,1,4,,26698687.0,4712840.0,,5.67,
2025-09-01,Croatia,Grad Zagreb,zagreb,7,92,100,2,0,0,,11878893.0,2413037.0,,4.92,
2025-10-01,Croatia,Grad Zagreb,zagreb,6,64,80,2,0,0,,3534395.0,1145990.0,,3.08,
2025-11-01,Croatia,Grad Zagreb,zagreb,7,73,74,2,1,2,,931046.0,414243.0,,2.25,
2025-12-01,Croatia,Grad Zagreb,zagreb,6,71,55,3,1,2,,941480.0,440431.0,,2.14,
2026-01-01,Croatia,Grad Zagreb,zagreb,5,54,46,2,1,2,,666278.0,264054.0,,2.52,
2026-02-01,Croatia,Grad Zagreb,zagreb,5,57,56,2,0,0,,,328081.0,,,
2026-03-01,Croatia,Grad Zagreb,zagreb,5,56,50,2,0,0,,,,,,
2020-01-01,Greece,Attiki,athens,4,36,30,6,38,1,580130.0,1741391.0,811844.0,942864.0,2.14,5.96
2020-02-01,Greece,Attiki,athens,4,37,26,6,42,1,589860.0,1808607.0,858454.0,942864.0,2.11,6.61
2020-03-01,Greece,Attiki,athens,2,18,14,4,33,0,194181.0,,,942864.0,,
2020-04-01,Greece,Attiki,athens,1,8,6,4,34,0,10106.0,66553.0,16120.0,942864.0,4.13,0.24
2020-05-01,Greece,Attiki,athens,1,11,9,3,36,1,15942.0,94550.0,32967.0,942864.0,2.87,0.32
2020-06-01,Greece,Attiki,athens,2,15,12,3,33,1,104753.0,902492.0,376638.0,942864.0,2.4,3.19
2020-07-01,Greece,Attiki,athens,2,18,13,3,30,1,384430.0,6908326.0,1727507.0,942864.0,4.0,23.64
2020-08-01,Greece,Attiki,athens,2,17,12,4,29,1,538630.0,12335085.0,2786080.0,942864.0,4.43,42.2
2020-09-01,Greece,Attiki,athens,2,17,10,5,40,1,382202.0,7722629.0,1704143.0,942864.0,4.53,27.3
2020-10-01,Greece,Attiki,athens,2,17,10,4,39,1,373274.0,5250308.0,1216975.0,942864.0,4.31,17.96
2020-11-01,Greece,Attiki,athens,1,8,7,2,33,0,103798.0,569759.0,167440.0,942864.0,3.4,2.01
2020-12-01,Greece,Attiki,athens,1,8,7,2,28,0,80685.0,,,942864.0,,
2021-01-01,Greece,Attiki,athens,1,9,7,3,32,0,108750.0,380183.0,146591.0,1019052.0,2.59,1.2
2021-02-01,Greece,Attiki,athens,1,9,7,3,36,0,113519.0,408460.0,169046.0,1019052.0,2.42,1.43
2021-03-01,Greece,Attiki,athens,1,10,8,3,35,0,144583.0,509539.0,207799.0,1019052.0,2.45,1.61
2021-04-01,Greece,Attiki,athens,2,11,10,3,31,1,118231.0,591166.0,193278.0,1019052.0,3.06,1.93
2021-05-01,Greece,Attiki,athens,2,18,13,3,32,1,243570.0,1883756.0,605147.0,1019052.0,3.11,5.96
2021-06-01,Greece,Attiki,athens,3,22,16,4,31,1,510674.0,7273925.0,1921447.0,1019052.0,3.79,23.79
2021-07-01,Greece,Attiki,athens,3,28,18,6,31,1,906801.0,16705834.0,3765280.0,1019052.0,4.44,52.88
2021-08-01,Greece,Attiki,athens,2,25,16,6,29,1,984602.0,20317996.0,4438395.0,1019052.0,4.58,64.32
2021-09-01,Greece,Attiki,athens,2,25,15,6,37,1,831159.0,14995441.0,3367348.0,1019052.0,4.45,49.05
2021-10-01,Greece,Attiki,athens,2,20,14,6,40,1,654659.0,8147055.0,2031275.0,1019052.0,4.01,25.79
2021-11-01,Greece,Attiki,athens,2,18,12,5,35,0,493914.0,1574631.0,645128.0,1019052.0,2.44,5.15
2021-12-01,Greece,Attiki,athens,2,14,11,3,28,0,317546.0,1098827.0,524613.0,1019052.0,2.09,3.48
2022-01-01,Greece,Attiki,athens,3,17,16,5,36,1,267946.0,890680.0,432152.0,1278776.0,2.06,2.25
2022-02-01,Greece,Attiki,athens,3,24,19,6,38,1,340798.0,1012437.0,488775.0,1278776.0,2.07,2.83
2022-03-01,Greece,Attiki,athens,4,28,23,7,41,1,529756.0,1684839.0,737333.0,1278776.0,2.29,4.25
2022-04-01,Greece,Attiki,athens,4,32,27,9,42,1,715250.0,5002313.0,1818043.0,1278776.0,2.75,13.04
2022-05-01,Greece,Attiki,athens,5,39,30,10,42,1,1028541.0,12694208.0,3193521.0,1278776.0,3.97,32.02
2022-06-01,Greece,Attiki,athens,4,39,31,10,40,1,1165201.0,19739970.0,4469678.0,1278776.0,4.42,51.46
2022-07-01,Greece,Attiki,athens,4,38,31,10,36,1,1406132.0,27445185.0,5506656.0,1278776.0,4.98,69.23
2022-08-01,Greece,Attiki,athens,3,35,26,9,35,1,1421338.0,29824098.0,6222628.0,1278776.0,4.79,75.23
2022-09-01,Greece,Attiki,athens,3,35,23,10,46,1,1270783.0,20688693.0,4436623.0,1278776.0,4.66,53.93
2022-10-01,Greece,Attiki,athens,3,28,20,9,46,1,984172.0,9858886.0,2409230.0,1278776.0,4.09,24.87
2022-11-01,Greece,Attiki,athens,2,23,16,6,37,0,565746.0,1967281.0,866741.0,1278776.0,2.27,5.13
2022-12-01,Greece,Attiki,athens,2,22,17,5,33,0,617656.0,1937314.0,831976.0,1278776.0,2.33,4.89
2023-01-01,Greece,Attiki,athens,4,32,29,8,41,1,562843.0,1591829.0,723472.0,1237782.0,2.2,4.15
2023-02-01,Greece,Attiki,athens,4,34,27,8,40,1,614150.0,1603094.0,757301.0,1237782.0,2.12,4.63
2023-03-01,Greece,Attiki,athens,4,33,26,8,40,1,821107.0,2450684.0,1114884.0,1237782.0,2.2,6.39
2023-04-01,Greece,Attiki,athens,4,36,29,11,40,1,914851.0,6491390.0,2156633.0,1237782.0,3.01,17.48
2023-05-01,Greece,Attiki,athens,4,39,28,11,37,1,1154125.0,14349293.0,3632014.0,1237782.0,3.95,37.4
2023-06-01,Greece,Attiki,athens,4,40,31,12,38,1,1408186.0,22554193.0,5132877.0,1237782.0,4.39,60.74
2023-07-01,Greece,Attiki,athens,4,40,31,14,36,1,1579246.0,29461403.0,6104604.0,1237782.0,4.83,76.78
2023-08-01,Greece,Attiki,athens,3,37,26,11,33,1,1611960.0,31687354.0,6706282.0,1237782.0,4.73,82.58
2023-09-01,Greece,Attiki,athens,3,38,25,13,45,1,1399182.0,22215646.0,4891345.0,1237782.0,4.54,59.83
2023-10-01,Greece,Attiki,athens,3,29,21,10,43,1,1058665.0,10467410.0,2664617.0,1237782.0,3.93,27.28
2023-11-01,Greece,Attiki,athens,2,23,17,8,40,1,632189.0,2201951.0,985494.0,1237782.0,2.23,5.93
2023-12-01,Greece,Attiki,athens,2,22,16,6,37,1,653094.0,2135574.0,912901.0,1237782.0,2.34,5.57
2024-01-01,Greece,Attiki,athens,3,33,29,8,37,1,561264.0,1590600.0,725894.0,1244717.0,2.19,4.12
2024-02-01,Greece,Attiki,athens,4,38,29,9,41,1,602362.0,1669445.0,777542.0,1244717.0,2.15,4.62
2024-03-01,Greece,Attiki,athens,4,40,29,11,42,1,859615.0,2666674.0,1202277.0,1244717.0,2.22,6.91
2024-04-01,Greece,Attiki,athens,4,43,31,13,42,1,998144.0,6647713.0,2222037.0,1244717.0,2.99,17.8
2024-05-01,Greece,Attiki,athens,4,47,30,14,45,1,1167181.0,15061894.0,3781852.0,1244717.0,3.98,39.03
2024-06-01,Greece,Attiki,athens,4,47,32,15,41,1,1466773.0,23239692.0,5325670.0,1244717.0,4.36,62.24
2024-07-01,Greece,Attiki,athens,3,43,31,13,37,1,1640207.0,30500850.0,6286235.0,1244717.0,4.85,79.05
2024-08-01,Greece,Attiki,athens,3,38,31,13,42,1,1670190.0,33001001.0,7023179.0,1244717.0,4.7,85.53
2024-09-01,Greece,Attiki,athens,3,42,28,14,47,1,1416127.0,23097441.0,5051618.0,1244717.0,4.57,61.85
2024-10-01,Greece,Attiki,athens,3,35,23,11,45,1,1007906.0,10949434.0,2791216.0,1244717.0,3.92,28.38
2024-11-01,Greece,Attiki,athens,2,29,20,8,41,1,662323.0,2286095.0,1015253.0,1244717.0,2.25,6.12
2024-12-01,Greece,Attiki,athens,2,29,19,7,37,1,690540.0,2233823.0,950494.0,1244717.0,2.35,5.79
2025-01-01,Greece,Attiki,athens,3,37,32,9,38,1,,1656673.0,742865.0,,2.23,
2025-02-01,Greece,Attiki,athens,3,36,29,9,41,1,,1736159.0,792580.0,,2.19,
2025-03-01,Greece,Attiki,athens,3,39,30,11,44,1,,2728327.0,1208535.0,,2.26,
2025-04-01,Greece,Attiki,athens,3,42,30,13,40,1,,7007060.0,2256607.0,,3.11,
2025-05-01,Greece,Attiki,athens,4,45,33,14,49,1,,15344134.0,3855399.0,,3.98,
2025-06-01,Greece,Attiki,athens,4,48,36,15,48,1,,23664485.0,5463943.0,,4.33,
2025-07-01,Greece,Attiki,athens,3,48,42,15,47,1,,31042269.0,6388875.0,,4.86,
2025-08-01,Greece,Attiki,athens,8,87,100,23,44,1,,33942944.0,7191177.0,,4.72,
2025-09-01,Greece,Attiki,athens,7,81,92,22,53,1,,23311959.0,5085544.0,,4.58,
2025-10-01,Greece,Attiki,athens,5,62,68,16,56,1,,11145425.0,2821077.0,,3.95,
2025-11-01,Greece,Attiki,athens,5,60,71,15,45,1,,2325074.0,1030092.0,,2.26,
2025-12-01,Greece,Attiki,athens,4,51,52,11,38,1,,2261248.0,966702.0,,2.34,
2026-01-01,Greece,Attiki,athens,5,57,51,13,41,1,,1651344.0,735297.0,,2.25,
2026-02-01,Greece,Attiki,athens,5,63,69,17,48,1,,,811585.0,,,
2026-03-01,Greece,Attiki,athens,5,63,72,17,47,1,,,,,,
2020-01-01,Greece,Ionia Nisia,corfu,3,52,22,0,1,1,39075.0,1741391.0,811844.0,942864.0,2.14,5.96
2020-02-01,Greece,Ionia Nisia,corfu,3,40,16,0,1,0,31744.0,1808607.0,858454.0,942864.0,2.11,6.61
2020-03-01,Greece,Ionia Nisia,corfu,1,15,8,0,0,0,12632.0,,,942864.0,,
2020-04-01,Greece,Ionia Nisia,corfu,1,10,5,0,0,0,979.0,66553.0,16120.0,942864.0,4.13,0.24
2020-05-01,Greece,Ionia Nisia,corfu,1,14,6,0,0,0,1453.0,94550.0,32967.0,942864.0,2.87,0.32
2020-06-01,Greece,Ionia Nisia,corfu,2,26,10,0,1,0,42599.0,902492.0,376638.0,942864.0,2.4,3.19
2020-07-01,Greece,Ionia Nisia,corfu,4,44,16,0,1,0,904838.0,6908326.0,1727507.0,942864.0,4.0,23.64
2020-08-01,Greece,Ionia Nisia,corfu,3,43,16,0,1,0,1829323.0,12335085.0,2786080.0,942864.0,4.43,42.2
2020-09-01,Greece,Ionia Nisia,corfu,2,30,13,0,1,0,1145742.0,7722629.0,1704143.0,942864.0,4.53,27.3
2020-10-01,Greece,Ionia Nisia,corfu,1,18,10,0,0,0,470480.0,5250308.0,1216975.0,942864.0,4.31,17.96
2020-11-01,Greece,Ionia Nisia,corfu,0,9,5,0,0,0,8525.0,569759.0,167440.0,942864.0,3.4,2.01
2020-12-01,Greece,Ionia Nisia,corfu,1,10,6,0,0,0,10991.0,,,942864.0,,
2021-01-01,Greece,Ionia Nisia,corfu,1,13,6,0,0,0,5945.0,380183.0,146591.0,1019052.0,2.59,1.2
2021-02-01,Greece,Ionia Nisia,corfu,1,14,5,0,0,0,4768.0,408460.0,169046.0,1019052.0,2.42,1.43
2021-03-01,Greece,Ionia Nisia,corfu,1,15,6,0,0,0,8427.0,509539.0,207799.0,1019052.0,2.45,1.61
2021-04-01,Greece,Ionia Nisia,corfu,2,19,7,0,0,0,10442.0,591166.0,193278.0,1019052.0,3.06,1.93
