date,country,region,city,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3,nights_spent_nuts2,nights_spent_country,arrivals_country,bed_places_country,avg_length_of_stay_country,occupancy_rate_country
2025-12-01,Italy,Lombardia,milan,6,63,60,14,3,11,,20974953.0,7516652.0,,2.79,
2026-01-01,Italy,Lombardia,milan,7,70,54,12,4,8,,21443453.0,6669377.0,,3.22,
2026-02-01,Italy,Lombardia,milan,8,81,87,15,4,8,,,7365485.0,,,
2026-03-01,Italy,Lombardia,milan,7,73,71,11,3,7,,,,,,
2020-01-01,Italy,Campania,naples,0,1,2,7,73,38,564187.0,17991284.0,6197405.0,5151356.0,2.9,11.27
2020-02-01,Italy,Campania,naples,0,1,2,7,75,33,510420.0,17763905.0,5973835.0,5151356.0,2.97,11.89
2020-03-01,Italy,Campania,naples,0,1,1,6,59,13,136666.0,3863237.0,811074.0,5151356.0,4.76,2.42
2020-04-01,Italy,Campania,naples,0,0,0,6,57,14,35335.0,1325236.0,78747.0,5151356.0,16.83,0.86
2020-05-01,Italy,Campania,naples,0,0,0,6,63,17,66285.0,2288349.0,515876.0,5151356.0,4.44,1.43
2020-06-01,Italy,Campania,naples,0,0,1,5,57,20,370859.0,11704846.0,3815585.0,5151356.0,3.07,7.57
2020-07-01,Italy,Campania,naples,0,1,1,4,51,23,1387864.0,39957570.0,9745648.0,5151356.0,4.1,25.02
2020-08-01,Italy,Campania,naples,0,1,1,4,59,25,2436270.0,64343840.0,14315376.0,5151356.0,4.49,40.29
2020-09-01,Italy,Campania,naples,0,0,1,6,55,21,1179334.0,30526126.0,8276252.0,5151356.0,3.69,19.75
2020-10-01,Italy,Campania,naples,0,0,0,5,50,14,411001.0,11383735.0,3962805.0,5151356.0,2.87,7.13
2020-11-01,Italy,Campania,naples,0,0,0,6,65,11,98067.0,3771653.0,991649.0,5151356.0,3.8,2.44
2020-12-01,Italy,Campania,naples,0,0,0,4,61,13,85286.0,3527304.0,1017886.0,5151356.0,3.47,2.21
2021-01-01,Italy,Campania,naples,0,0,0,5,58,16,106337.0,3523071.0,1077992.0,5120175.0,3.27,2.22
2021-02-01,Italy,Campania,naples,0,0,0,9,69,21,127519.0,4439497.0,1616787.0,5120175.0,2.75,3.1
2021-03-01,Italy,Campania,naples,0,0,0,8,69,17,110260.0,4247842.0,1282589.0,5120175.0,3.31,2.68
2021-04-01,Italy,Campania,naples,0,0,0,5,50,17,130603.0,4288406.0,1390210.0,5120175.0,3.08,2.79
2021-05-01,Italy,Campania,naples,0,0,1,7,54,19,350682.0,11333102.0,4224593.0,5120175.0,2.68,7.14
2021-06-01,Italy,Campania,naples,0,1,1,4,52,25,1012610.0,30504121.0,8878216.0,5120175.0,3.44,19.86
2021-07-01,Italy,Campania,naples,0,1,1,4,58,34,2120947.0,61842706.0,14791631.0,5120175.0,4.18,38.96
2021-08-01,Italy,Campania,naples,0,1,1,5,63,31,2984464.0,79734403.0,16759492.0,5120175.0,4.76,50.23
2021-09-01,Italy,Campania,naples,0,1,1,5,58,24,1770536.0,41575248.0,11044624.0,5120175.0,3.76,27.07
2021-10-01,Italy,Campania,naples,0,1,1,5,54,22,1107622.0,22441211.0,8419240.0,5120175.0,2.67,14.14
2021-11-01,Italy,Campania,naples,0,1,1,5,55,18,460388.0,11723237.0,4365064.0,5120175.0,2.69,7.63
2021-12-01,Italy,Campania,naples,0,0,1,4,47,16,428271.0,13525298.0,4820529.0,5120175.0,2.81,8.52
2022-01-01,Italy,Campania,naples,0,1,2,5,59,30,285743.0,11981957.0,3705612.0,5200234.0,3.23,7.43
2022-02-01,Italy,Campania,naples,0,1,2,6,56,34,291737.0,13442993.0,4593498.0,5200234.0,2.93,9.23
2022-03-01,Italy,Campania,naples,0,1,2,6,58,38,482064.0,16002578.0,5361749.0,5200234.0,2.98,9.93
2022-04-01,Italy,Campania,naples,0,2,2,6,73,47,1241536.0,24559355.0,9000924.0,5200234.0,2.73,15.74
2022-05-01,Italy,Campania,naples,1,2,3,7,73,54,1652487.0,29179070.0,10227273.0,5200234.0,2.85,18.1
2022-06-01,Italy,Campania,naples,1,2,3,6,68,59,2295890.0,53150195.0,15031822.0,5200234.0,3.54,34.07
2022-07-01,Italy,Campania,naples,0,2,2,11,66,58,2943859.0,73949512.0,18085838.0,5200234.0,4.09,45.87
2022-08-01,Italy,Campania,naples,0,2,2,5,66,47,3295616.0,82805286.0,17643027.0,5200234.0,4.69,51.37
2022-09-01,Italy,Campania,naples,0,1,2,6,62,39,2314181.0,47061933.0,13247341.0,5200234.0,3.55,30.17
2022-10-01,Italy,Campania,naples,0,1,1,7,60,28,1657603.0,27820865.0,9878751.0,5200234.0,2.82,17.26
2022-11-01,Italy,Campania,naples,0,1,1,6,54,22,659553.0,14536527.0,5387311.0,5200234.0,2.7,9.32
2022-12-01,Italy,Campania,naples,0,1,1,5,52,23,631231.0,17518261.0,6351487.0,5200234.0,2.76,10.87
2023-01-01,Italy,Campania,naples,1,2,3,6,63,44,528686.0,18410981.0,6044449.0,5207116.0,3.05,11.41
2023-02-01,Italy,Campania,naples,1,2,3,7,63,43,505693.0,18601577.0,6207656.0,5207116.0,3.0,12.76
2023-03-01,Italy,Campania,naples,1,2,3,7,67,45,868883.0,20418232.0,7326660.0,5207116.0,2.79,12.65
2023-04-01,Italy,Campania,naples,1,2,2,6,68,55,1696910.0,30004667.0,11235021.0,5207116.0,2.67,19.21
2023-05-01,Italy,Campania,naples,1,2,2,6,71,57,2060910.0,34054110.0,11843191.0,5207116.0,2.88,21.1
2023-06-01,Italy,Campania,naples,0,2,2,6,70,58,2591658.0,54185713.0,15695848.0,5207116.0,3.45,34.69
2023-07-01,Italy,Campania,naples,0,2,2,5,71,58,3179763.0,75265166.0,18991774.0,5207116.0,3.96,46.63
2023-08-01,Italy,Campania,naples,0,2,2,5,71,44,3396410.0,82608306.0,18251138.0,5207116.0,4.53,51.18
2023-09-01,Italy,Campania,naples,0,1,2,6,69,39,2626155.0,49881526.0,14800200.0,5207116.0,3.37,31.93
2023-10-01,Italy,Campania,naples,0,1,1,6,81,28,1844619.0,29051851.0,10214586.0,5207116.0,2.84,18.0
2023-11-01,Italy,Campania,naples,0,1,1,6,62,21,740805.0,15738290.0,6013071.0,5207116.0,2.62,10.07
2023-12-01,Italy,Campania,naples,0,1,1,4,56,22,655350.0,18949630.0,7013115.0,5207116.0,2.7,11.74
2024-01-01,Italy,Campania,naples,0,1,2,5,60,38,555991.0,19283941.0,6261645.0,5498773.0,3.08,11.31
2024-02-01,Italy,Campania,naples,0,2,2,7,70,45,566499.0,20581607.0,6827561.0,5498773.0,3.01,12.91
2024-03-01,Italy,Campania,naples,0,2,2,7,73,46,951061.0,24157263.0,8682910.0,5498773.0,2.78,14.17
2024-04-01,Italy,Campania,naples,0,2,2,7,87,54,1617932.0,28025516.0,10483894.0,5498773.0,2.67,16.99
2024-05-01,Italy,Campania,naples,0,2,2,7,84,59,2213143.0,40002340.0,13700842.0,5498773.0,2.92,23.47
2024-06-01,Italy,Campania,naples,0,2,2,6,75,63,2669167.0,53795179.0,16158674.0,5498773.0,3.33,32.61
2024-07-01,Italy,Campania,naples,0,2,2,6,72,60,3226328.0,76710786.0,18696373.0,5498773.0,4.1,45.0
2024-08-01,Italy,Campania,naples,0,2,2,6,71,52,3397157.0,84188928.0,19317360.0,5498773.0,4.36,49.39
2024-09-01,Italy,Campania,naples,0,1,2,6,70,41,2622885.0,50585783.0,14641663.0,5498773.0,3.45,30.66
2024-10-01,Italy,Campania,naples,0,1,1,6,65,32,2018937.0,31416979.0,10804943.0,5498773.0,2.91,18.43
2024-11-01,Italy,Campania,naples,0,1,1,6,77,23,830589.0,17700164.0,6894354.0,5498773.0,2.57,10.73
2024-12-01,Italy,Campania,naples,0,1,2,5,67,25,699773.0,19709559.0,7177724.0,5498773.0,2.75,11.56
2025-01-01,Italy,Campania,naples,0,1,2,6,75,39,,19510118.0,6145038.0,,3.17,
2025-02-01,Italy,Campania,naples,0,1,2,8,79,39,,19876181.0,6407006.0,,3.1,
2025-03-01,Italy,Campania,naples,0,2,2,7,82,46,,22329886.0,7733441.0,,2.89,
2025-04-01,Italy,Campania,naples,0,2,2,7,100,49,,29763626.0,10600725.0,,2.81,
2025-05-01,Italy,Campania,naples,0,2,2,7,87,54,,38798137.0,13411299.0,,2.89,
2025-06-01,Italy,Campania,naples,0,2,2,7,72,58,,59036969.0,16790616.0,,3.52,
2025-07-01,Italy,Campania,naples,0,2,3,5,67,59,,79066124.0,18268163.0,,4.33,
2025-08-01,Italy,Campania,naples,1,4,4,8,82,60,,85229731.0,19094915.0,,4.46,
2025-09-01,Italy,Campania,naples,0,3,3,8,81,54,,52434818.0,14801334.0,,3.54,
2025-10-01,Italy,Campania,naples,0,2,2,7,75,39,,32578759.0,11063742.0,,2.94,
2025-11-01,Italy,Campania,naples,0,2,2,6,70,31,,17254247.0,6538022.0,,2.64,
2025-12-01,Italy,Campania,naples,0,2,3,5,63,32,,20974953.0,7516652.0,,2.79,
2026-01-01,Italy,Campania,naples,0,3,4,6,69,47,,21443453.0,6669377.0,,3.22,
2026-02-01,Italy,Campania,naples,1,3,4,7,83,52,,,7365485.0,,,
2026-03-01,Italy,Campania,naples,0,3,4,7,78,53,,,,,,
2020-01-01,Italy,Sicilia,palermo,2,15,6,1,5,0,315219.0,17991284.0,6197405.0,5151356.0,2.9,11.27
2020-02-01,Italy,Sicilia,palermo,1,16,3,1,5,0,341594.0,17763905.0,5973835.0,5151356.0,2.97,11.89
2020-03-01,Italy,Sicilia,palermo,0,7,1,1,4,0,114766.0,3863237.0,811074.0,5151356.0,4.76,2.42
2020-04-01,Italy,Sicilia,palermo,0,3,1,0,4,0,38475.0,1325236.0,78747.0,5151356.0,16.83,0.86
2020-05-01,Italy,Sicilia,palermo,0,5,1,1,4,0,62552.0,2288349.0,515876.0,5151356.0,4.44,1.43
2020-06-01,Italy,Sicilia,palermo,1,9,1,1,4,0,233896.0,11704846.0,3815585.0,5151356.0,3.07,7.57
2020-07-01,Italy,Sicilia,palermo,1,12,2,1,3,0,1193133.0,39957570.0,9745648.0,5151356.0,4.1,25.02
2020-08-01,Italy,Sicilia,palermo,1,14,1,1,4,0,2221954.0,64343840.0,14315376.0,5151356.0,4.49,40.29
2020-09-01,Italy,Sicilia,palermo,1,11,1,1,4,0,1280648.0,30526126.0,8276252.0,5151356.0,3.69,19.75
2020-10-01,Italy,Sicilia,palermo,0,9,1,1,4,0,559955.0,11383735.0,3962805.0,5151356.0,2.87,7.13
2020-11-01,Italy,Sicilia,palermo,0,5,1,1,3,0,142825.0,3771653.0,991649.0,5151356.0,3.8,2.44
2020-12-01,Italy,Sicilia,palermo,0,5,1,1,8,0,117481.0,3527304.0,1017886.0,5151356.0,3.47,2.21
2021-01-01,Italy,Sicilia,palermo,0,7,1,1,8,0,103043.0,3523071.0,1077992.0,5120175.0,3.27,2.22
2021-02-01,Italy,Sicilia,palermo,0,7,1,1,37,0,128008.0,4439497.0,1616787.0,5120175.0,2.75,3.1
2021-03-01,Italy,Sicilia,palermo,0,7,1,1,11,0,161356.0,4247842.0,1282589.0,5120175.0,3.31,2.68
2021-04-01,Italy,Sicilia,palermo,1,8,1,1,4,0,138892.0,4288406.0,1390210.0,5120175.0,3.08,2.79
2021-05-01,Italy,Sicilia,palermo,1,10,1,1,5,0,260516.0,11333102.0,4224593.0,5120175.0,2.68,7.14
2021-06-01,Italy,Sicilia,palermo,1,14,1,1,4,0,940686.0,30504121.0,8878216.0,5120175.0,3.44,19.86
2021-07-01,Italy,Sicilia,palermo,1,16,2,1,4,0,2056533.0,61842706.0,14791631.0,5120175.0,4.18,38.96
2021-08-01,Italy,Sicilia,palermo,1,16,2,1,6,0,2769363.0,79734403.0,16759492.0,5120175.0,4.76,50.23
2021-09-01,Italy,Sicilia,palermo,1,15,2,1,7,0,1601781.0,41575248.0,11044624.0,5120175.0,3.76,27.07
2021-10-01,Italy,Sicilia,palermo,1,13,2,1,8,0,862159.0,22441211.0,8419240.0,5120175.0,2.67,14.14
2021-11-01,Italy,Sicilia,palermo,1,11,1,1,4,0,358784.0,11723237.0,4365064.0,5120175.0,2.69,7.63
2021-12-01,Italy,Sicilia,palermo,1,10,1,1,3,0,308130.0,13525298.0,4820529.0,5120175.0,2.81,8.52
2022-01-01,Italy,Sicilia,palermo,1,12,2,1,4,0,237823.0,11981957.0,3705612.0,5200234.0,3.23,7.43
2022-02-01,Italy,Sicilia,palermo,2,15,3,1,13,0,286478.0,13442993.0,4593498.0,5200234.0,2.93,9.23
2022-03-01,Italy,Sicilia,palermo,2,17,3,1,5,0,418480.0,16002578.0,5361749.0,5200234.0,2.98,9.93
2022-04-01,Italy,Sicilia,palermo,3,20,3,1,5,0,892639.0,24559355.0,9000924.0,5200234.0,2.73,15.74
2022-05-01,Italy,Sicilia,palermo,2,21,3,1,8,0,1245502.0,29179070.0,10227273.0,5200234.0,2.85,18.1
2022-06-01,Italy,Sicilia,palermo,2,20,3,1,6,0,1803286.0,53150195.0,15031822.0,5200234.0,3.54,34.07
2022-07-01,Italy,Sicilia,palermo,2,20,3,1,6,0,2554344.0,73949512.0,18085838.0,5200234.0,4.09,45.87
2022-08-01,Italy,Sicilia,palermo,2,21,3,1,5,0,3008460.0,82805286.0,17643027.0,5200234.0,4.69,51.37
2022-09-01,Italy,Sicilia,palermo,2,19,2,1,5,0,2152804.0,47061933.0,13247341.0,5200234.0,3.55,30.17
2022-10-01,Italy,Sicilia,palermo,2,15,2,1,5,0,1282731.0,27820865.0,9878751.0,5200234.0,2.82,17.26
2022-11-01,Italy,Sicilia,palermo,1,12,2,1,4,0,479899.0,14536527.0,5387311.0,5200234.0,2.7,9.32
2022-12-01,Italy,Sicilia,palermo,1,12,2,1,6,0,420710.0,17518261.0,6351487.0,5200234.0,2.76,10.87
2023-01-01,Italy,Sicilia,palermo,2,16,4,1,6,0,372389.0,18410981.0,6044449.0,5207116.0,3.05,11.41
2023-02-01,Italy,Sicilia,palermo,2,15,3,1,6,0,379047.0,18601577.0,6207656.0,5207116.0,3.0,12.76
2023-03-01,Italy,Sicilia,palermo,2,17,4,1,6,0,587847.0,20418232.0,7326660.0,5207116.0,2.79,12.65
2023-04-01,Italy,Sicilia,palermo,2,18,3,1,5,0,1164016.0,30004667.0,11235021.0,5207116.0,2.67,19.21
2023-05-01,Italy,Sicilia,palermo,2,19,3,1,23,0,1552209.0,34054110.0,11843191.0,5207116.0,2.88,21.1
2023-06-01,Italy,Sicilia,palermo,2,18,3,1,6,1,2032651.0,54185713.0,15695848.0,5207116.0,3.45,34.69
2023-07-01,Italy,Sicilia,palermo,2,21,4,1,5,1,2586639.0,75265166.0,18991774.0,5207116.0,3.96,46.63
2023-08-01,Italy,Sicilia,palermo,2,18,3,1,21,0,2939330.0,82608306.0,18251138.0,5207116.0,4.53,51.18
2023-09-01,Italy,Sicilia,palermo,2,15,3,2,6,1,2222460.0,49881526.0,14800200.0,5207116.0,3.37,31.93
2023-10-01,Italy,Sicilia,palermo,1,13,2,1,5,1,1521531.0,29051851.0,10214586.0,5207116.0,2.84,18.0
2023-11-01,Italy,Sicilia,palermo,1,12,2,1,13,0,611529.0,15738290.0,6013071.0,5207116.0,2.62,10.07
2023-12-01,Italy,Sicilia,palermo,1,10,2,1,7,0,478636.0,18949630.0,7013115.0,5207116.0,2.7,11.74
2024-01-01,Italy,Sicilia,palermo,2,13,4,1,5,0,412684.0,19283941.0,6261645.0,5498773.0,3.08,11.31
2024-02-01,Italy,Sicilia,palermo,2,13,4,1,6,0,455733.0,20581607.0,6827561.0,5498773.0,3.01,12.91
2024-03-01,Italy,Sicilia,palermo,2,15,4,1,6,1,723068.0,24157263.0,8682910.0,5498773.0,2.78,14.17
2024-04-01,Italy,Sicilia,palermo,2,17,4,1,12,1,1244034.0,28025516.0,10483894.0,5498773.0,2.67,16.99
2024-05-01,Italy,Sicilia,palermo,2,17,4,1,7,1,1701782.0,40002340.0,13700842.0,5498773.0,2.92,23.47
2024-06-01,Italy,Sicilia,palermo,2,15,4,2,6,1,2115259.0,53795179.0,16158674.0,5498773.0,3.33,32.61
2024-07-01,Italy,Sicilia,palermo,2,17,4,1,25,1,2707591.0,76710786.0,18696373.0,5498773.0,4.1,45.0
2024-08-01,Italy,Sicilia,palermo,2,16,4,1,15,1,3136445.0,84188928.0,19317360.0,5498773.0,4.36,49.39
2024-09-01,Italy,Sicilia,palermo,2,14,3,2,7,1,2280935.0,50585783.0,14641663.0,5498773.0,3.45,30.66
2024-10-01,Italy,Sicilia,palermo,1,42,3,1,6,1,1554030.0,31416979.0,10804943.0,5498773.0,2.91,18.43
2024-11-01,Italy,Sicilia,palermo,1,12,2,1,5,0,580951.0,17700164.0,6894354.0,5498773.0,2.57,10.73
2024-12-01,Italy,Sicilia,palermo,1,11,2,2,4,0,435726.0,19709559.0,7177724.0,5498773.0,2.75,11.56
2025-01-01,Italy,Sicilia,palermo,2,12,4,1,6,0,,19510118.0,6145038.0,,3.17,
2025-02-01,Italy,Sicilia,palermo,2,13,4,1,14,0,,19876181.0,6407006.0,,3.1,
2025-03-01,Italy,Sicilia,palermo,2,13,4,1,7,1,,22329886.0,7733441.0,,2.89,
2025-04-01,Italy,Sicilia,palermo,2,14,4,2,10,1,,29763626.0,10600725.0,,2.81,
2025-05-01,Italy,Sicilia,palermo,2,14,4,2,9,1,,38798137.0,13411299.0,,2.89,
2025-06-01,Italy,Sicilia,palermo,2,15,5,2,100,1,,59036969.0,16790616.0,,3.52,
2025-07-01,Italy,Sicilia,palermo,2,16,5,2,9,1,,79066124.0,18268163.0,,4.33,
2025-08-01,Italy,Sicilia,palermo,3,28,16,2,11,1,,85229731.0,19094915.0,,4.46,
2025-09-01,Italy,Sicilia,palermo,3,26,15,2,10,1,,52434818.0,14801334.0,,3.54,
2025-10-01,Italy,Sicilia,palermo,2,20,11,2,9,1,,32578759.0,11063742.0,,2.94,
2025-11-01,Italy,Sicilia,palermo,2,18,11,2,8,1,,17254247.0,6538022.0,,2.64,
2025-12-01,Italy,Sicilia,palermo,2,15,8,2,10,1,,20974953.0,7516652.0,,2.79,
2026-01-01,Italy,Sicilia,palermo,2,17,8,2,9,1,,21443453.0,6669377.0,,3.22,
2026-02-01,Italy,Sicilia,palermo,2,20,13,2,9,1,,,7365485.0,,,
2026-03-01,Italy,Sicilia,palermo,2,22,10,2,9,1,,,,,,
2020-01-01,Italy,Lazio,rome,4,47,25,52,5,4,2050314.0,17991284.0,6197405.0,5151356.0,2.9,11.27
2020-02-01,Italy,Lazio,rome,4,42,20,54,5,4,1935074.0,17763905.0,5973835.0,5151356.0,2.97,11.89
2020-03-01,Italy,Lazio,rome,1,14,13,39,4,2,370925.0,3863237.0,811074.0,5151356.0,4.76,2.42
2020-04-01,Italy,Lazio,rome,0,8,5,41,4,2,28102.0,1325236.0,78747.0,5151356.0,16.83,0.86
2020-05-01,Italy,Lazio,rome,0,10,5,39,4,2,86576.0,2288349.0,515876.0,5151356.0,4.44,1.43
2020-06-01,Italy,Lazio,rome,1,13,6,37,3,2,394437.0,11704846.0,3815585.0,5151356.0,3.07,7.57
2020-07-01,Italy,Lazio,rome,1,15,7,34,2,1,982546.0,39957570.0,9745648.0,5151356.0,4.1,25.02
2020-08-01,Italy,Lazio,rome,1,15,6,35,3,2,1320699.0,64343840.0,14315376.0,5151356.0,4.49,40.29
2020-09-01,Italy,Lazio,rome,1,15,6,40,3,3,966355.0,30526126.0,8276252.0,5151356.0,3.69,19.75
2020-10-01,Italy,Lazio,rome,1,14,6,35,2,2,672663.0,11383735.0,3962805.0,5151356.0,2.87,7.13
2020-11-01,Italy,Lazio,rome,0,8,5,46,2,2,287027.0,3771653.0,991649.0,5151356.0,3.8,2.44
2020-12-01,Italy,Lazio,rome,0,8,5,40,2,1,296404.0,3527304.0,1017886.0,5151356.0,3.47,2.21
2021-01-01,Italy,Lazio,rome,0,10,5,35,2,1,280846.0,3523071.0,1077992.0,5120175.0,3.27,2.22
2021-02-01,Italy,Lazio,rome,1,10,5,33,2,1,380473.0,4439497.0,1616787.0,5120175.0,2.75,3.1
2021-03-01,Italy,Lazio,rome,0,10,5,34,2,1,360239.0,4247842.0,1282589.0,5120175.0,3.31,2.68
2021-04-01,Italy,Lazio,rome,1,11,5,31,2,1,374586.0,4288406.0,1390210.0,5120175.0,3.08,2.79
2021-05-01,Italy,Lazio,rome,1,14,6,36,2,1,751981.0,11333102.0,4224593.0,5120175.0,2.68,7.14
2021-06-01,Italy,Lazio,rome,2,16,7,36,2,2,1326510.0,30504121.0,8878216.0,5120175.0,3.44,19.86
2021-07-01,Italy,Lazio,rome,1,20,8,36,3,2,1961080.0,61842706.0,14791631.0,5120175.0,4.18,38.96
2021-08-01,Italy,Lazio,rome,1,21,8,37,3,3,1325224.0,79734403.0,16759492.0,5120175.0,4.76,50.23
2021-09-01,Italy,Lazio,rome,1,23,9,38,3,3,1124518.0,41575248.0,11044624.0,5120175.0,3.76,27.07
2021-10-01,Italy,Lazio,rome,2,26,10,44,4,4,2107121.0,22441211.0,8419240.0,5120175.0,2.67,14.14
2021-11-01,Italy,Lazio,rome,1,21,8,40,3,3,1591363.0,11723237.0,4365064.0,5120175.0,2.69,7.63
2021-12-01,Italy,Lazio,rome,1,16,7,41,2,2,1354814.0,13525298.0,4820529.0,5120175.0,2.81,8.52
2022-01-01,Italy,Lazio,rome,3,21,12,42,3,3,1080097.0,11981957.0,3705612.0,5200234.0,3.23,7.43
2022-02-01,Italy,Lazio,rome,4,29,15,45,4,4,1480441.0,13442993.0,4593498.0,5200234.0,2.93,9.23
2022-03-01,Italy,Lazio,rome,4,32,16,51,5,5,2234499.0,16002578.0,5361749.0,5200234.0,2.98,9.93
2022-04-01,Italy,Lazio,rome,4,36,18,54,5,5,3358737.0,24559355.0,9000924.0,5200234.0,2.73,15.74
2022-05-01,Italy,Lazio,rome,4,38,19,54,6,6,3456063.0,29179070.0,10227273.0,5200234.0,2.85,18.1
2022-06-01,Italy,Lazio,rome,4,36,21,51,6,5,3878800.0,53150195.0,15031822.0,5200234.0,3.54,34.07
2022-07-01,Italy,Lazio,rome,4,33,19,53,7,6,4182131.0,73949512.0,18085838.0,5200234.0,4.09,45.87
2022-08-01,Italy,Lazio,rome,3,33,17,53,6,6,3935743.0,82805286.0,17643027.0,5200234.0,4.69,51.37
2022-09-01,Italy,Lazio,rome,3,34,17,56,6,6,3677643.0,47061933.0,13247341.0,5200234.0,3.55,30.17
2022-10-01,Italy,Lazio,rome,3,31,16,54,6,5,3536736.0,27820865.0,9878751.0,5200234.0,2.82,17.26
2022-11-01,Italy,Lazio,rome,2,25,13,52,4,4,2629934.0,14536527.0,5387311.0,5200234.0,2.7,9.32
2022-12-01,Italy,Lazio,rome,2,22,14,56,4,4,2496328.0,17518261.0,6351487.0,5200234.0,2.76,10.87
2023-01-01,Italy,Lazio,rome,4,38,23,57,5,5,2536253.0,18410981.0,6044449.0,5207116.0,3.05,11.41
2023-02-01,Italy,Lazio,rome,4,38,21,57,5,5,2609251.0,18601577.0,6207656.0,5207116.0,3.0,12.76
2023-03-01,Italy,Lazio,rome,4,37,20,58,6,6,3320038.0,20418232.0,7326660.0,5207116.0,2.79,12.65
2023-04-01,Italy,Lazio,rome,4,37,19,62,6,6,3975771.0,30004667.0,11235021.0,5207116.0,2.67,19.21
2023-05-01,Italy,Lazio,rome,4,38,19,66,12,6,4277487.0,34054110.0,11843191.0,5207116.0,2.88,21.1
2023-06-01,Italy,Lazio,rome,4,36,20,80,8,6,4535160.0,54185713.0,15695848.0,5207116.0,3.45,34.69
2023-07-01,Italy,Lazio,rome,4,37,21,70,8,6,5030749.0,75265166.0,18991774.0,5207116.0,3.96,46.63
2023-08-01,Italy,Lazio,rome,3,35,18,66,16,6,4691376.0,82608306.0,18251138.0,5207116.0,4.53,51.18
2023-09-01,Italy,Lazio,rome,3,34,16,69,8,7,4343197.0,49881526.0,14800200.0,5207116.0,3.37,31.93
2023-10-01,Italy,Lazio,rome,3,31,14,64,7,6,4156037.0,29051851.0,10214586.0,5207116.0,2.84,18.0
2023-11-01,Italy,Lazio,rome,2,24,13,57,5,5,3220086.0,15738290.0,6013071.0,5207116.0,2.62,10.07
2023-12-01,Italy,Lazio,rome,2,23,13,56,4,4,3031764.0,18949630.0,7013115.0,5207116.0,2.7,11.74
2024-01-01,Italy,Lazio,rome,4,38,21,59,5,5,2637133.0,19283941.0,6261645.0,5498773.0,3.08,11.31
2024-02-01,Italy,Lazio,rome,4,40,21,65,6,7,3174429.0,20581607.0,6827561.0,5498773.0,3.01,12.91
2024-03-01,Italy,Lazio,rome,4,41,20,68,6,6,3973064.0,24157263.0,8682910.0,5498773.0,2.78,14.17
2024-04-01,Italy,Lazio,rome,4,42,20,70,7,8,4477682.0,28025516.0,10483894.0,5498773.0,2.67,16.99
2024-05-01,Italy,Lazio,rome,4,40,20,71,8,8,5120980.0,40002340.0,13700842.0,5498773.0,2.92,23.47
2024-06-01,Italy,Lazio,rome,3,38,20,69,9,8,5137751.0,53795179.0,16158674.0,5498773.0,3.33,32.61
2024-07-01,Italy,Lazio,rome,3,39,21,73,9,6,5689076.0,76710786.0,18696373.0,5498773.0,4.1,45.0
2024-08-01,Italy,Lazio,rome,3,38,20,78,7,6,4981708.0,84188928.0,19317360.0,5498773.0,4.36,49.39
2024-09-01,Italy,Lazio,rome,3,42,19,72,9,7,4900336.0,50585783.0,14641663.0,5498773.0,3.45,30.66
2024-10-01,Italy,Lazio,rome,3,36,16,64,8,7,4969224.0,31416979.0,10804943.0,5498773.0,2.91,18.43
2024-11-01,Italy,Lazio,rome,2,28,15,78,8,5,3580963.0,17700164.0,6894354.0,5498773.0,2.57,10.73
2024-12-01,Italy,Lazio,rome,2,29,16,71,6,5,3111221.0,19709559.0,7177724.0,5498773.0,2.75,11.56
2025-01-01,Italy,Lazio,rome,4,38,23,72,7,5,,19510118.0,6145038.0,,3.17,
2025-02-01,Italy,Lazio,rome,4,37,21,69,6,6,,19876181.0,6407006.0,,3.1,
2025-03-01,Italy,Lazio,rome,4,39,20,70,8,7,,22329886.0,7733441.0,,2.89,
2025-04-01,Italy,Lazio,rome,3,40,20,70,9,8,,29763626.0,10600725.0,,2.81,
2025-05-01,Italy,Lazio,rome,4,44,22,70,9,8,,38798137.0,13411299.0,,2.89,
2025-06-01,Italy,Lazio,rome,3,42,22,64,10,7,,59036969.0,16790616.0,,3.52,
2025-07-01,Italy,Lazio,rome,3,45,24,66,10,7,,79066124.0,18268163.0,,4.33,
2025-08-01,Italy,Lazio,rome,7,78,64,86,12,11,,85229731.0,19094915.0,,4.46,
2025-09-01,Italy,Lazio,rome,7,76,62,88,10,10,,52434818.0,14801334.0,,3.54,
2025-10-01,Italy,Lazio,rome,5,60,50,83,8,10,,32578759.0,11063742.0,,2.94,
2025-11-01,Italy,Lazio,rome,5,58,51,71,7,7,,17254247.0,6538022.0,,2.64,
2025-12-01,Italy,Lazio,rome,4,50,39,68,9,7,,20974953.0,7516652.0,,2.79,
2026-01-01,Italy,Lazio,rome,5,68,40,74,9,8,,21443453.0,6669377.0,,3.22,
2026-02-01,Italy,Lazio,rome,5,66,50,100,10,10,,,7365485.0,,,
2026-03-01,Italy,Lazio,rome,5,72,50,93,10,13,,,,,,
2020-01-01,Italy,Veneto,venice,6,57,30,1,12,1,2118584.0,17991284.0,6197405.0,5151356.0,2.9,11.27
2020-02-01,Italy,Veneto,venice,5,57,24,1,10,1,2112538.0,17763905.0,5973835.0,5151356.0,2.97,11.89
2020-03-01,Italy,Veneto,venice,2,42,15,1,5,1,436737.0,3863237.0,811074.0,5151356.0,4.76,2.42
