date,country,region,city,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3,nights_spent_nuts2,nights_spent_country,arrivals_country,bed_places_country,avg_length_of_stay_country,occupancy_rate_country,dest_stringency_index,origin1_stringency,origin2_stringency,origin3_stringency,origin_top3_stringency_avg,month,arrivals_last_year,arrivals_yoy_pct_change
2020-01-01,Albania,Qender,berat,0,26,0,4,0,0,60094.0,96566.0,52724.0,,1.83,,0.0,0.0,0.0,1.5235483870967743,0.7617741935483872,1,,
2020-02-01,Albania,Qender,berat,0,20,0,0,0,0,32163.0,63781.0,45356.0,,1.41,,3.545172413793104,0.0,0.0,31.17482758620689,15.587413793103448,2,,
2020-03-01,Albania,Qender,berat,0,17,0,0,0,0,9072.0,17009.0,12171.0,,1.4,,58.57096774193548,55.52451612903226,0.0,80.42451612903226,67.97451612903225,3,,
2020-04-01,Albania,Qender,berat,0,13,0,0,0,0,0.0,0.0,0.0,,,,86.665,92.59,0.0,90.65033333333332,91.62016666666666,4,,
2020-05-01,Albania,Qender,berat,0,12,0,2,0,0,10772.0,38098.0,11803.0,,3.23,,87.4216129032258,90.08354838709678,0.0,73.68451612903226,81.88403225806452,5,,
2020-06-01,Albania,Qender,berat,0,16,0,0,0,0,15790.0,104513.0,56431.0,,1.85,,70.466,62.501,0.0,67.59,65.0455,6,,
2020-07-01,Albania,Qender,berat,0,17,0,0,0,0,65071.0,340007.0,124759.0,,2.73,,63.85677419354838,57.07903225806452,0.0,66.9932258064516,62.03612903225806,7,,
2020-08-01,Albania,Qender,berat,0,17,0,3,0,0,132812.0,568284.0,168419.0,,3.37,,58.12548387096773,75.41645161290322,0.0,66.60516129032257,71.0108064516129,8,,
2020-09-01,Albania,Qender,berat,0,19,0,3,0,0,59162.0,185724.0,79123.0,,2.35,,54.63,60.431,0.0,65.80333333333333,63.11716666666666,9,,
2020-10-01,Albania,Qender,berat,0,17,0,3,0,0,33741.0,71242.0,37194.0,,1.92,,54.63,53.25806451612903,0.0,68.01032258064517,60.6341935483871,10,,
2020-11-01,Albania,Qender,berat,0,15,0,3,0,0,37196.0,,,,,,60.309666666666665,69.44833333333332,0.0,81.79166666666667,75.62,11,,
2020-12-01,Albania,Qender,berat,0,18,0,2,0,0,32730.0,,,,,,62.45483870967742,71.3,0.0,80.85741935483871,76.07870967741935,12,,
2021-01-01,Albania,Qender,berat,0,16,0,3,0,0,27561.0,55030.0,39664.0,,1.39,,58.99322580645161,72.79161290322581,0.0,76.55064516129032,74.67112903225807,1,52724.0,-24.77050299673773
2021-02-01,Albania,Qender,berat,0,19,0,0,0,0,27712.0,54924.0,,,,,60.19,60.31607142857143,0.0,75.925,68.12053571428571,2,45356.0,
2021-03-01,Albania,Qender,berat,0,26,0,3,0,0,30641.0,55045.0,,,,,60.19,52.24290322580645,0.0,79.3316129032258,65.78725806451612,3,12171.0,
2021-04-01,Albania,Qender,berat,0,17,0,3,0,0,45244.0,87134.0,54721.0,,1.59,,56.66866666666667,53.518,0.0,78.671,66.09450000000001,4,0.0,inf
2021-05-01,Albania,Qender,berat,0,21,0,5,0,0,71831.0,142095.0,72992.0,,1.95,,55.141290322580645,45.84838709677419,0.0,70.54903225806451,58.19870967741935,5,11803.0,518.4190460052529
2021-06-01,Albania,Qender,berat,0,26,0,4,0,0,131650.0,324474.0,138766.0,,2.34,,39.628,43.52,0.0,70.83666666666666,57.17833333333333,6,56431.0,145.90384717619747
2021-07-01,Albania,Qender,berat,0,19,0,7,0,0,201192.0,697052.0,246666.0,,2.83,,37.96,42.80258064516129,0.0,61.310967741935485,52.05677419354839,7,124759.0,97.7139925776898
2021-08-01,Albania,Qender,berat,0,29,0,6,0,0,251281.0,986183.0,257338.0,,3.83,,38.29,35.03387096774193,0.0,53.791935483870965,44.412903225806446,8,168419.0,52.79629970490265
2021-09-01,Albania,Qender,berat,0,24,0,4,0,0,134196.0,377091.0,126171.0,,2.99,,41.14466666666667,51.202666666666666,0.0,57.342333333333336,54.2725,9,79123.0,59.461850536506454
2021-10-01,Albania,Qender,berat,0,23,0,5,0,0,76169.0,151723.0,74862.0,,2.03,,40.74,51.85,0.0,52.41677419354839,52.1333870967742,10,37194.0,101.2743990966285
2021-11-01,Albania,Qender,berat,0,20,0,4,0,0,78274.0,131065.0,68681.0,,1.91,,44.81733333333333,51.85,0.0,49.84333333333333,50.84666666666666,11,,
2021-12-01,Albania,Qender,berat,0,19,0,4,0,0,69796.0,123140.0,72858.0,,1.69,,50.059677419354834,64.12967741935483,0.0,50.69225806451613,57.41096774193548,12,,
2022-01-01,Albania,Qender,berat,0,24,0,3,0,0,60594.0,112180.0,59969.0,,1.87,,46.3,66.21096774193548,0.0,53.02612903225806,59.618548387096766,1,39664.0,51.192517144009685
2022-02-01,Albania,Qender,berat,0,23,0,5,0,0,57355.0,103768.0,,,,,46.3,62.08571428571429,0.0,48.96785714285714,55.52678571428572,2,,
2022-03-01,Albania,Qender,berat,0,29,0,3,0,0,68013.0,113136.0,,,,,39.36806451612903,47.08967741935484,0.0,43.69903225806452,45.39435483870968,3,,
2022-04-01,Albania,Qender,berat,0,24,0,6,0,0,75091.0,138541.0,73932.0,,1.87,,35.18999999999999,45.821000000000005,0.0,36.446,41.1335,4,54721.0,35.10718005884396
2022-05-01,Albania,Qender,berat,2,28,0,7,0,0,151859.0,265738.0,121265.0,,2.19,,15.173548387096774,32.71064516129032,0.0,22.52,27.615322580645163,5,72992.0,66.13464489259097
2022-06-01,Albania,Qender,berat,0,29,0,7,0,0,187580.0,447438.0,174143.0,,2.57,,11.109999999999998,25.916666666666668,0.0,19.219999999999995,22.56833333333333,6,138766.0,25.493997088624017
2022-07-01,Albania,Qender,berat,2,40,0,9,0,0,257136.0,801208.0,278616.0,,2.88,,11.11,25.050967741935484,0.0,19.22,22.13548387096774,7,246666.0,12.95273771010192
2022-08-01,Albania,Qender,berat,0,35,0,10,0,0,266555.0,961887.0,299831.0,,3.21,,11.11,25.043548387096777,0.0,19.22,22.131774193548388,8,257338.0,16.512524384272826
2022-09-01,Albania,Qender,berat,0,33,0,8,0,0,193360.0,437018.0,176234.0,,2.48,,11.109999999999998,25.04,0.0,15.51,20.275,9,126171.0,39.67869003178227
2022-10-01,Albania,Qender,berat,0,24,0,5,0,0,99295.0,201009.0,108059.0,,1.86,,11.11,24.816451612903226,0.0,15.51,20.163225806451617,10,74862.0,44.34426010526035
2022-11-01,Albania,Qender,berat,0,24,0,3,0,0,77439.0,127511.0,77970.0,,1.64,,11.109999999999998,25.04,0.0,18.346666666666668,21.69333333333333,11,68681.0,13.524846755288944
2022-12-01,Albania,Qender,berat,0,23,0,2,0,0,63560.0,121895.0,80937.0,,1.51,,11.11,25.04,0.0,19.56870967741936,22.30435483870968,12,72858.0,11.088693074199126
2023-01-01,Albania,Qender,berat,0,24,0,5,0,0,60972.0,113635.0,75741.0,,1.5,,0.0,0.0,0.0,0.0,0.0,1,59969.0,26.300255131818105
2023-02-01,Albania,Qender,berat,2,45,0,4,0,0,64164.0,110155.0,,,,,0.0,0.0,0.0,0.0,0.0,2,,
2023-03-01,Albania,Qender,berat,0,28,0,5,0,0,99670.0,154007.0,,,,,0.0,0.0,0.0,0.0,0.0,3,,
2023-04-01,Albania,Qender,berat,0,33,0,9,0,0,152590.0,250769.0,115033.0,,2.18,,0.0,0.0,0.0,0.0,0.0,4,73932.0,55.59297733051993
2023-05-01,Albania,Qender,berat,2,38,0,9,0,0,184173.0,389789.0,167390.0,,2.33,,0.0,0.0,0.0,0.0,0.0,5,121265.0,38.0365315631056
2023-06-01,Albania,Qender,berat,3,45,0,10,0,0,277932.0,683713.0,260711.0,,2.62,,0.0,0.0,0.0,0.0,0.0,6,174143.0,49.71086980240377
2023-07-01,Albania,Qender,berat,3,53,0,12,0,0,358391.0,1187417.0,387230.0,,3.07,,0.0,0.0,0.0,0.0,0.0,7,278616.0,38.98340368105206
2023-08-01,Albania,Qender,berat,0,64,0,15,0,0,374281.0,1524990.0,492929.0,,3.09,,0.0,0.0,0.0,0.0,0.0,8,299831.0,64.40227995103909
2023-09-01,Albania,Qender,berat,0,46,0,13,0,0,281540.0,820741.0,299781.0,,2.74,,0.0,0.0,0.0,0.0,0.0,9,176234.0,70.10395269925212
2023-10-01,Albania,Qender,berat,0,27,0,9,2,0,141390.0,339285.0,152831.0,,2.22,,0.0,0.0,0.0,0.0,0.0,10,108059.0,41.43292090432079
2023-11-01,Albania,Qender,berat,0,26,0,5,0,0,132132.0,229230.0,111865.0,,2.05,,0.0,0.0,0.0,0.0,0.0,11,77970.0,43.4718481467231
2023-12-01,Albania,Qender,berat,0,20,0,3,0,0,116505.0,204123.0,119677.0,,1.71,,0.0,0.0,0.0,0.0,0.0,12,80937.0,47.86438835143383
2024-01-01,Albania,Qender,berat,0,22,0,5,0,0,107223.0,169714.0,96256.0,,1.76,,0.0,0.0,0.0,0.0,0.0,1,75741.0,27.085726356926894
2024-02-01,Albania,Qender,berat,2,44,0,8,0,0,113576.0,168756.0,91231.0,,1.85,,0.0,0.0,0.0,0.0,0.0,2,,
2024-03-01,Albania,Qender,berat,3,34,2,9,0,0,146100.0,224868.0,115287.0,,1.95,,0.0,0.0,0.0,0.0,0.0,3,,
2024-04-01,Albania,Qender,berat,2,37,0,10,0,0,255708.0,391836.0,316086.0,,1.24,,0.0,0.0,0.0,0.0,0.0,4,115033.0,174.77854180974154
2024-05-01,Albania,Qender,berat,4,48,0,16,0,0,280646.0,510285.0,244059.0,,2.09,,0.0,0.0,0.0,0.0,0.0,5,167390.0,45.80261664376605
2024-06-01,Albania,Qender,berat,3,49,0,15,0,0,333003.0,869073.0,365185.0,,2.38,,0.0,0.0,0.0,0.0,0.0,6,260711.0,40.072724204195445
2024-07-01,Albania,Qender,berat,4,52,0,16,0,0,450801.0,1378296.0,526293.0,,2.62,,0.0,0.0,0.0,0.0,0.0,7,387230.0,35.91224853446272
2024-08-01,Albania,Qender,berat,4,56,0,18,0,0,518726.0,1697681.0,650593.0,,2.61,,0.0,0.0,0.0,0.0,0.0,8,492929.0,31.98513376165736
2024-09-01,Albania,Qender,berat,0,63,0,18,0,0,388891.0,994932.0,402136.0,,2.47,,0.0,0.0,0.0,0.0,0.0,9,299781.0,34.143257911608806
2024-10-01,Albania,Qender,berat,2,33,0,10,0,0,239187.0,488388.0,218541.0,,2.23,,0.0,0.0,0.0,0.0,0.0,10,152831.0,42.99520385262152
2024-11-01,Albania,Qender,berat,0,22,0,7,0,0,176392.0,311262.0,146354.0,,2.13,,0.0,0.0,0.0,0.0,0.0,11,111865.0,30.83091226031377
2024-12-01,Albania,Qender,berat,0,23,0,6,0,0,138225.0,240623.0,136152.0,,1.77,,0.0,0.0,0.0,0.0,0.0,12,119677.0,13.766220744169724
2025-01-01,Albania,Qender,berat,0,25,0,10,0,0,,230420.0,122139.0,,1.89,,0.0,0.0,0.0,0.0,0.0,1,96256.0,26.88975232712766
2025-02-01,Albania,Qender,berat,0,31,0,8,3,0,,226431.0,118487.0,,1.91,,0.0,0.0,0.0,0.0,0.0,2,91231.0,29.87580975764817
2025-03-01,Albania,Qender,berat,3,29,0,10,0,0,,294082.0,140478.0,,2.09,,0.0,0.0,0.0,0.0,0.0,3,115287.0,21.850685680085352
2025-04-01,Albania,Qender,berat,4,40,0,11,0,0,,475233.0,213664.0,,2.22,,0.0,0.0,0.0,0.0,0.0,4,316086.0,-32.40320672222117
2025-05-01,Albania,Qender,berat,0,45,0,15,0,0,,671231.0,321580.0,,2.09,,0.0,0.0,0.0,0.0,0.0,5,244059.0,31.763221188319218
2025-06-01,Albania,Qender,berat,3,51,0,14,3,0,,1201253.0,501176.0,,2.4,,0.0,0.0,0.0,0.0,0.0,6,365185.0,37.23893369114285
2025-07-01,Albania,Qender,berat,3,59,0,19,0,0,,1839778.0,708605.0,,2.6,,0.0,0.0,0.0,0.0,0.0,7,526293.0,34.64077994577165
2025-08-01,Albania,Qender,berat,7,100,4,26,3,0,,2263355.0,878901.0,,2.58,,0.0,0.0,0.0,0.0,0.0,8,650593.0,35.09229272371513
2025-09-01,Albania,Qender,berat,4,87,0,23,4,2,,1189483.0,529619.0,,2.25,,0.0,0.0,0.0,0.0,0.0,9,402136.0,31.70146418127201
2025-10-01,Albania,Qender,berat,4,66,3,16,2,0,,573215.0,304047.0,,1.89,,0.0,0.0,0.0,0.0,0.0,10,218541.0,39.12583908740236
2025-11-01,Albania,Qender,berat,3,61,3,14,0,0,,404055.0,190239.0,,2.12,,0.0,0.0,0.0,0.0,0.0,11,146354.0,29.98551457425147
2025-12-01,Albania,Qender,berat,6,63,3,9,0,0,,303555.0,173194.0,,1.75,,0.0,0.0,0.0,0.0,0.0,12,136152.0,27.20635760032905
2026-01-01,Albania,Qender,berat,4,57,0,10,0,0,,254775.0,142924.0,,1.78,,0.0,0.0,0.0,0.0,0.0,1,122139.0,17.017496458952504
2026-02-01,Albania,Qender,berat,4,70,3,12,0,0,,,135986.0,,,,0.0,0.0,0.0,0.0,0.0,2,118487.0,14.768708803497429
2026-03-01,Albania,Qender,berat,5,60,5,17,2,0,,,,,,,0.0,0.0,0.0,0.0,0.0,3,140478.0,
2020-01-01,Albania,Jug,gjirokastra,0,0,19,15,0,0,21446.0,96566.0,52724.0,,1.83,,0.0,0.0,0.0,1.5235483870967743,0.7617741935483872,1,,
2020-02-01,Albania,Jug,gjirokastra,0,0,28,0,0,0,18807.0,63781.0,45356.0,,1.41,,3.545172413793104,0.0,0.0,31.17482758620689,15.587413793103448,2,,
2020-03-01,Albania,Jug,gjirokastra,0,0,17,0,0,0,4696.0,17009.0,12171.0,,1.4,,58.57096774193548,55.52451612903226,0.0,80.42451612903226,67.97451612903225,3,,
2020-04-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,0.0,0.0,0.0,,,,86.665,92.59,0.0,90.65033333333332,91.62016666666666,4,,
2020-05-01,Albania,Jug,gjirokastra,0,0,12,0,0,0,18904.0,38098.0,11803.0,,3.23,,87.4216129032258,90.08354838709678,0.0,73.68451612903226,81.88403225806452,5,,
2020-06-01,Albania,Jug,gjirokastra,0,0,20,0,0,0,75715.0,104513.0,56431.0,,1.85,,70.466,62.501,0.0,67.59,65.0455,6,,
2020-07-01,Albania,Jug,gjirokastra,0,0,17,0,0,0,140208.0,340007.0,124759.0,,2.73,,63.85677419354838,57.07903225806452,0.0,66.9932258064516,62.03612903225806,7,,
2020-08-01,Albania,Jug,gjirokastra,0,0,16,0,0,0,251492.0,568284.0,168419.0,,3.37,,58.12548387096773,75.41645161290322,0.0,66.60516129032257,71.0108064516129,8,,
2020-09-01,Albania,Jug,gjirokastra,0,0,14,0,0,0,69057.0,185724.0,79123.0,,2.35,,54.63,60.431,0.0,65.80333333333333,63.11716666666666,9,,
2020-10-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,21144.0,71242.0,37194.0,,1.92,,54.63,53.25806451612903,0.0,68.01032258064517,60.6341935483871,10,,
2020-11-01,Albania,Jug,gjirokastra,0,0,14,0,0,0,17031.0,,,,,,60.309666666666665,69.44833333333332,0.0,81.79166666666667,75.62,11,,
2020-12-01,Albania,Jug,gjirokastra,0,0,19,0,0,0,16541.0,,,,,,62.45483870967742,71.3,0.0,80.85741935483871,76.07870967741935,12,,
2021-01-01,Albania,Jug,gjirokastra,0,0,14,0,0,0,17217.0,55030.0,39664.0,,1.39,,58.99322580645161,72.79161290322581,0.0,76.55064516129032,74.67112903225807,1,52724.0,-24.77050299673773
2021-02-01,Albania,Jug,gjirokastra,0,0,16,0,0,0,16701.0,54924.0,,,,,60.19,60.31607142857143,0.0,75.925,68.12053571428571,2,45356.0,
2021-03-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,12054.0,55045.0,,,,,60.19,52.24290322580645,0.0,79.3316129032258,65.78725806451612,3,12171.0,
2021-04-01,Albania,Jug,gjirokastra,0,0,21,0,0,0,23941.0,87134.0,54721.0,,1.59,,56.66866666666667,53.518,0.0,78.671,66.09450000000001,4,0.0,inf
2021-05-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,47022.0,142095.0,72992.0,,1.95,,55.141290322580645,45.84838709677419,0.0,70.54903225806451,58.19870967741935,5,11803.0,518.4190460052529
2021-06-01,Albania,Jug,gjirokastra,0,0,31,0,0,0,118925.0,324474.0,138766.0,,2.34,,39.628,43.52,0.0,70.83666666666666,57.17833333333333,6,56431.0,145.90384717619747
2021-07-01,Albania,Jug,gjirokastra,0,0,46,18,0,0,285148.0,697052.0,246666.0,,2.83,,37.96,42.80258064516129,0.0,61.310967741935485,52.05677419354839,7,124759.0,97.7139925776898
2021-08-01,Albania,Jug,gjirokastra,0,0,41,21,0,0,431786.0,986183.0,257338.0,,3.83,,38.29,35.03387096774193,0.0,53.791935483870965,44.412903225806446,8,168419.0,52.79629970490265
2021-09-01,Albania,Jug,gjirokastra,0,0,19,0,0,0,157248.0,377091.0,126171.0,,2.99,,41.14466666666667,51.202666666666666,0.0,57.342333333333336,54.2725,9,79123.0,59.461850536506454
2021-10-01,Albania,Jug,gjirokastra,0,0,20,0,0,0,44272.0,151723.0,74862.0,,2.03,,40.74,51.85,0.0,52.41677419354839,52.1333870967742,10,37194.0,101.2743990966285
2021-11-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,29693.0,131065.0,68681.0,,1.91,,44.81733333333333,51.85,0.0,49.84333333333333,50.84666666666666,11,,
2021-12-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,30757.0,123140.0,72858.0,,1.69,,50.059677419354834,64.12967741935483,0.0,50.69225806451613,57.41096774193548,12,,
2022-01-01,Albania,Jug,gjirokastra,0,0,26,0,0,0,26109.0,112180.0,59969.0,,1.87,,46.3,66.21096774193548,0.0,53.02612903225806,59.618548387096766,1,39664.0,51.192517144009685
2022-02-01,Albania,Jug,gjirokastra,0,0,23,0,0,0,23187.0,103768.0,,,,,46.3,62.08571428571429,0.0,48.96785714285714,55.52678571428572,2,,
2022-03-01,Albania,Jug,gjirokastra,0,0,17,0,0,0,24444.0,113136.0,,,,,39.36806451612903,47.08967741935484,0.0,43.69903225806452,45.39435483870968,3,,
2022-04-01,Albania,Jug,gjirokastra,0,0,19,0,0,0,32185.0,138541.0,73932.0,,1.87,,35.18999999999999,45.821000000000005,0.0,36.446,41.1335,4,54721.0,35.10718005884396
2022-05-01,Albania,Jug,gjirokastra,0,11,28,18,0,0,64530.0,265738.0,121265.0,,2.19,,15.173548387096774,32.71064516129032,0.0,22.52,27.615322580645163,5,72992.0,66.13464489259097
2022-06-01,Albania,Jug,gjirokastra,0,21,47,17,0,0,137081.0,447438.0,174143.0,,2.57,,11.109999999999998,25.916666666666668,0.0,19.219999999999995,22.56833333333333,6,138766.0,25.493997088624017
2022-07-01,Albania,Jug,gjirokastra,0,0,61,21,0,0,275862.0,801208.0,278616.0,,2.88,,11.11,25.050967741935484,0.0,19.22,22.13548387096774,7,246666.0,12.95273771010192
2022-08-01,Albania,Jug,gjirokastra,0,15,70,28,0,0,414820.0,961887.0,299831.0,,3.21,,11.11,25.043548387096777,0.0,19.22,22.131774193548388,8,257338.0,16.512524384272826
2022-09-01,Albania,Jug,gjirokastra,0,0,39,24,0,0,165995.0,437018.0,176234.0,,2.48,,11.109999999999998,25.04,0.0,15.51,20.275,9,126171.0,39.67869003178227
2022-10-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,61881.0,201009.0,108059.0,,1.86,,11.11,24.816451612903226,0.0,15.51,20.163225806451617,10,74862.0,44.34426010526035
2022-11-01,Albania,Jug,gjirokastra,0,0,15,13,0,0,28810.0,127511.0,77970.0,,1.64,,11.109999999999998,25.04,0.0,18.346666666666668,21.69333333333333,11,68681.0,13.524846755288944
2022-12-01,Albania,Jug,gjirokastra,0,0,16,0,0,0,37464.0,121895.0,80937.0,,1.51,,11.11,25.04,0.0,19.56870967741936,22.30435483870968,12,72858.0,11.088693074199126
2023-01-01,Albania,Jug,gjirokastra,0,0,30,0,0,0,26706.0,113635.0,75741.0,,1.5,,0.0,0.0,0.0,0.0,0.0,1,59969.0,26.300255131818105
2023-02-01,Albania,Jug,gjirokastra,0,0,42,14,0,0,23759.0,110155.0,,,,,0.0,0.0,0.0,0.0,0.0,2,,
2023-03-01,Albania,Jug,gjirokastra,0,0,43,0,0,0,30433.0,154007.0,,,,,0.0,0.0,0.0,0.0,0.0,3,,
2023-04-01,Albania,Jug,gjirokastra,0,18,52,18,0,0,57899.0,250769.0,115033.0,,2.18,,0.0,0.0,0.0,0.0,0.0,4,73932.0,55.59297733051993
2023-05-01,Albania,Jug,gjirokastra,0,18,67,29,0,0,153141.0,389789.0,167390.0,,2.33,,0.0,0.0,0.0,0.0,0.0,5,121265.0,38.0365315631056
2023-06-01,Albania,Jug,gjirokastra,0,30,63,24,0,0,296166.0,683713.0,260711.0,,2.62,,0.0,0.0,0.0,0.0,0.0,6,174143.0,49.71086980240377
2023-07-01,Albania,Jug,gjirokastra,0,24,79,44,0,0,468920.0,1187417.0,387230.0,,3.07,,0.0,0.0,0.0,0.0,0.0,7,278616.0,38.98340368105206
2023-08-01,Albania,Jug,gjirokastra,0,31,78,64,0,0,601250.0,1524990.0,492929.0,,3.09,,0.0,0.0,0.0,0.0,0.0,8,299831.0,64.40227995103909
2023-09-01,Albania,Jug,gjirokastra,0,27,57,45,0,0,307465.0,820741.0,299781.0,,2.74,,0.0,0.0,0.0,0.0,0.0,9,176234.0,70.10395269925212
2023-10-01,Albania,Jug,gjirokastra,0,12,37,18,0,0,126318.0,339285.0,152831.0,,2.22,,0.0,0.0,0.0,0.0,0.0,10,108059.0,41.43292090432079
2023-11-01,Albania,Jug,gjirokastra,0,0,24,16,0,0,59357.0,229230.0,111865.0,,2.05,,0.0,0.0,0.0,0.0,0.0,11,77970.0,43.4718481467231
2023-12-01,Albania,Jug,gjirokastra,0,0,0,0,0,0,52061.0,204123.0,119677.0,,1.71,,0.0,0.0,0.0,0.0,0.0,12,80937.0,47.86438835143383
2024-01-01,Albania,Jug,gjirokastra,0,0,32,0,0,0,36653.0,169714.0,96256.0,,1.76,,0.0,0.0,0.0,0.0,0.0,1,75741.0,27.085726356926894
2024-02-01,Albania,Jug,gjirokastra,0,15,43,0,0,0,30515.0,168756.0,91231.0,,1.85,,0.0,0.0,0.0,0.0,0.0,2,,
2024-03-01,Albania,Jug,gjirokastra,0,0,30,25,0,0,41534.0,224868.0,115287.0,,1.95,,0.0,0.0,0.0,0.0,0.0,3,,
2024-04-01,Albania,Jug,gjirokastra,0,21,64,30,0,0,86283.0,391836.0,316086.0,,1.24,,0.0,0.0,0.0,0.0,0.0,4,115033.0,174.77854180974154
2024-05-01,Albania,Jug,gjirokastra,0,27,61,48,0,0,156268.0,510285.0,244059.0,,2.09,,0.0,0.0,0.0,0.0,0.0,5,167390.0,45.80261664376605
2024-06-01,Albania,Jug,gjirokastra,0,23,60,60,0,0,342886.0,869073.0,365185.0,,2.38,,0.0,0.0,0.0,0.0,0.0,6,260711.0,40.072724204195445
2024-07-01,Albania,Jug,gjirokastra,0,25,66,71,0,0,541123.0,1378296.0,526293.0,,2.62,,0.0,0.0,0.0,0.0,0.0,7,387230.0,35.91224853446272
2024-08-01,Albania,Jug,gjirokastra,0,24,60,68,0,0,702665.0,1697681.0,650593.0,,2.61,,0.0,0.0,0.0,0.0,0.0,8,492929.0,31.98513376165736
2024-09-01,Albania,Jug,gjirokastra,0,24,51,66,0,0,395471.0,994932.0,402136.0,,2.47,,0.0,0.0,0.0,0.0,0.0,9,299781.0,34.143257911608806
2024-10-01,Albania,Jug,gjirokastra,0,0,26,36,0,0,155594.0,488388.0,218541.0,,2.23,,0.0,0.0,0.0,0.0,0.0,10,152831.0,42.99520385262152
2024-11-01,Albania,Jug,gjirokastra,0,0,15,17,0,0,81044.0,311262.0,146354.0,,2.13,,0.0,0.0,0.0,0.0,0.0,11,111865.0,30.83091226031377
2024-12-01,Albania,Jug,gjirokastra,0,0,0,17,0,0,55581.0,240623.0,136152.0,,1.77,,0.0,0.0,0.0,0.0,0.0,12,119677.0,13.766220744169724
2025-01-01,Albania,Jug,gjirokastra,0,0,39,25,0,0,,230420.0,122139.0,,1.89,,0.0,0.0,0.0,0.0,0.0,1,96256.0,26.88975232712766
2025-02-01,Albania,Jug,gjirokastra,0,0,39,17,0,0,,226431.0,118487.0,,1.91,,0.0,0.0,0.0,0.0,0.0,2,91231.0,29.87580975764817
2025-03-01,Albania,Jug,gjirokastra,0,0,28,22,0,0,,294082.0,140478.0,,2.09,,0.0,0.0,0.0,0.0,0.0,3,115287.0,21.850685680085352
2025-04-01,Albania,Jug,gjirokastra,0,0,42,31,0,0,,475233.0,213664.0,,2.22,,0.0,0.0,0.0,0.0,0.0,4,316086.0,-32.40320672222117
2025-05-01,Albania,Jug,gjirokastra,0,17,45,37,0,0,,671231.0,321580.0,,2.09,,0.0,0.0,0.0,0.0,0.0,5,244059.0,31.763221188319218
2025-06-01,Albania,Jug,gjirokastra,0,20,39,47,0,0,,1201253.0,501176.0,,2.4,,0.0,0.0,0.0,0.0,0.0,6,365185.0,37.23893369114285
2025-07-01,Albania,Jug,gjirokastra,0,26,52,56,0,0,,1839778.0,708605.0,,2.6,,0.0,0.0,0.0,0.0,0.0,7,526293.0,34.64077994577165
2025-08-01,Albania,Jug,gjirokastra,0,29,82,100,0,0,,2263355.0,878901.0,,2.58,,0.0,0.0,0.0,0.0,0.0,8,650593.0,35.09229272371513
2025-09-01,Albania,Jug,gjirokastra,0,19,60,74,0,0,,1189483.0,529619.0,,2.25,,0.0,0.0,0.0,0.0,0.0,9,402136.0,31.70146418127201
2025-10-01,Albania,Jug,gjirokastra,0,21,24,35,0,0,,573215.0,304047.0,,1.89,,0.0,0.0,0.0,0.0,0.0,10,218541.0,39.12583908740236
2025-11-01,Albania,Jug,gjirokastra,0,0,21,30,0,0,,404055.0,190239.0,,2.12,,0.0,0.0,0.0,0.0,0.0,11,146354.0,29.98551457425147
2025-12-01,Albania,Jug,gjirokastra,0,0,32,20,0,0,,303555.0,173194.0,,1.75,,0.0,0.0,0.0,0.0,0.0,12,136152.0,27.20635760032905
2026-01-01,Albania,Jug,gjirokastra,0,0,32,20,0,0,,254775.0,142924.0,,1.78,,0.0,0.0,0.0,0.0,0.0,1,122139.0,17.017496458952504
2026-02-01,Albania,Jug,gjirokastra,0,16,36,26,0,0,,,135986.0,,,,0.0,0.0,0.0,0.0,0.0,2,118487.0,14.768708803497429
2026-03-01,Albania,Jug,gjirokastra,0,17,45,37,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,3,140478.0,
2020-01-01,Albania,Jug,sarande,0,3,0,4,43,0,21446.0,96566.0,52724.0,,1.83,,0.0,0.0,0.0,1.5235483870967743,0.7617741935483872,1,,
2020-02-01,Albania,Jug,sarande,0,5,0,3,31,0,18807.0,63781.0,45356.0,,1.41,,3.545172413793104,0.0,0.0,31.17482758620689,15.587413793103448,2,,
2020-03-01,Albania,Jug,sarande,0,8,0,2,24,0,4696.0,17009.0,12171.0,,1.4,,58.57096774193548,55.52451612903226,0.0,80.42451612903226,67.97451612903225,3,,
2020-04-01,Albania,Jug,sarande,0,5,0,1,23,0,0.0,0.0,0.0,,,,86.665,92.59,0.0,90.65033333333332,91.62016666666666,4,,
2020-05-01,Albania,Jug,sarande,0,6,0,2,28,0,18904.0,38098.0,11803.0,,3.23,,87.4216129032258,90.08354838709678,0.0,73.68451612903226,81.88403225806452,5,,
2020-06-01,Albania,Jug,sarande,0,10,0,3,29,0,75715.0,104513.0,56431.0,,1.85,,70.466,62.501,0.0,67.59,65.0455,6,,
