month,wiki_views_Unknown,region,country,total_wiki_views,wiki_views_Belgium,wiki_views_Brussels,wiki_views_Atomium,wiki_views_City of Brussels,wiki_views_Royal Palace of Brussels,wiki_views_Manneken Pis,wiki_views_Vlaams Gewest,wiki_views_Antwerp Zoo
2022-04,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,312631,240433.0,,15081.0,28184.0,3770.0,25163.0,,
2022-05,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,311715,239223.0,,13323.0,29560.0,3905.0,25704.0,,
2022-06,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,311830,237481.0,,13258.0,31790.0,4058.0,25243.0,,
2022-07,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,323821,241589.0,,14785.0,35407.0,4270.0,27770.0,,
2022-08,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,336218,246130.0,,16190.0,35945.0,4083.0,33870.0,,
2022-09,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,349726,263619.0,,14457.0,35534.0,5599.0,30517.0,,
2022-10,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,351630,264820.0,,16161.0,37119.0,4580.0,28950.0,,
2022-11,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,454613,370346.0,,14182.0,40534.0,3773.0,25778.0,,
2022-12,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,369466,291228.0,,14883.0,33806.0,3905.0,25644.0,,
2023-01,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,327871,254399.0,,14018.0,31665.0,3953.0,23836.0,,
2023-02,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,302762,233781.0,,12994.0,30090.0,3394.0,22503.0,,
2023-03,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,338387,256588.0,,17066.0,33155.0,3757.0,27821.0,,
2023-04,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,324982,237970.0,,18349.0,33410.0,4131.0,31122.0,,
2023-05,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,351833,258520.0,,20775.0,38327.0,4823.0,29388.0,,
2023-06,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,344048,254526.0,,16828.0,38700.0,4223.0,29771.0,,
2023-07,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,379485,282351.0,,17512.0,43660.0,4563.0,31399.0,,
2023-08,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,346201,254670.0,,17034.0,40900.0,3840.0,29757.0,,
2023-09,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,319317,232289.0,,16264.0,40025.0,3746.0,26993.0,,
2023-10,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,353682,259835.0,,18173.0,44665.0,3858.0,27151.0,,
2023-11,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,324996,244621.0,,15750.0,36272.0,3679.0,24674.0,,
2023-12,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,319149,236746.0,,16538.0,36019.0,3908.0,25938.0,,
2024-01,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,353727,263808.0,,17409.0,44654.0,4622.0,23234.0,,
2024-02,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,310622,232151.0,,13229.0,38973.0,3593.0,22676.0,,
2024-03,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,340935,253946.0,,16097.0,39491.0,4429.0,26972.0,,
2024-04,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,313643,226104.0,,18375.0,37356.0,4309.0,27499.0,,
2024-05,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,306830,221551.0,,16808.0,35541.0,4224.0,28706.0,,
2024-06,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,361832,275917.0,,17098.0,34416.0,4399.0,30002.0,,
2024-07,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,337659,254799.0,,15232.0,35404.0,4271.0,27953.0,,
2024-08,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,302634,224217.0,,15523.0,32335.0,3916.0,26643.0,,
2024-09,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,266045,189125.0,,14536.0,31675.0,3820.0,26889.0,,
2024-10,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,271471,193397.0,,15265.0,31236.0,3679.0,27894.0,,
2024-11,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,264930,191538.0,,13182.0,29167.0,4034.0,27009.0,,
2024-12,,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Belgium,277149,202288.0,,13651.0,30046.0,4298.0,26866.0,,
2020-01,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,235585,235585.0,,,,,,,
2020-02,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,208841,208841.0,,,,,,,
2020-03,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,238416,238416.0,,,,,,,
2020-04,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,316033,316033.0,,,,,,,
2020-05,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,264957,264957.0,,,,,,,
2020-06,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,204992,204992.0,,,,,,,
2020-07,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,209373,209373.0,,,,,,,
2020-08,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,201870,201870.0,,,,,,,
2020-09,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,203195,203195.0,,,,,,,
2020-10,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,236541,236541.0,,,,,,,
2020-11,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,206966,206966.0,,,,,,,
2020-12,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,199904,199904.0,,,,,,,
2021-01,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,202267,202267.0,,,,,,,
2021-02,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,184159,184159.0,,,,,,,
2021-03,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,222740,222740.0,,,,,,,
2021-04,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,211977,211977.0,,,,,,,
2021-05,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,230398,230398.0,,,,,,,
2021-06,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,333419,333419.0,,,,,,,
2021-07,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,291861,291861.0,,,,,,,
2021-08,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,247174,247174.0,,,,,,,
2021-09,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,224085,224085.0,,,,,,,
2021-10,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,221904,221904.0,,,,,,,
2021-11,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,213297,213297.0,,,,,,,
2021-12,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,215434,215434.0,,,,,,,
2022-01,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,233980,233980.0,,,,,,,
2022-02,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,246411,246411.0,,,,,,,
2022-03,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,257863,257863.0,,,,,,,
2022-04,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,240433,240433.0,,,,,,,
2022-05,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,239223,239223.0,,,,,,,
2022-06,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,237481,237481.0,,,,,,,
2022-07,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,241589,241589.0,,,,,,,
2022-08,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,246130,246130.0,,,,,,,
2022-09,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,263619,263619.0,,,,,,,
2022-10,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,264820,264820.0,,,,,,,
2022-11,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,370346,370346.0,,,,,,,
2022-12,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,291228,291228.0,,,,,,,
2023-01,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,254399,254399.0,,,,,,,
2023-02,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,233781,233781.0,,,,,,,
2023-03,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,256588,256588.0,,,,,,,
2023-04,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,237970,237970.0,,,,,,,
2023-05,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,258520,258520.0,,,,,,,
2023-06,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,254526,254526.0,,,,,,,
2023-07,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,282351,282351.0,,,,,,,
2023-08,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,254670,254670.0,,,,,,,
2023-09,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,232289,232289.0,,,,,,,
2023-10,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,259835,259835.0,,,,,,,
2023-11,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,244621,244621.0,,,,,,,
2023-12,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,236746,236746.0,,,,,,,
2024-01,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,263808,263808.0,,,,,,,
2024-02,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,232151,232151.0,,,,,,,
2024-03,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,253946,253946.0,,,,,,,
2024-04,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,226104,226104.0,,,,,,,
2024-05,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,221551,221551.0,,,,,,,
2024-06,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,275917,275917.0,,,,,,,
2024-07,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,254799,254799.0,,,,,,,
2024-08,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,224217,224217.0,,,,,,,
2024-09,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,189125,189125.0,,,,,,,
2024-10,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,193397,193397.0,,,,,,,
2024-11,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,191538,191538.0,,,,,,,
2024-12,,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Belgium,202288,202288.0,,,,,,,
2020-01,,Vlaams Gewest,Belgium,257872,235585.0,,,22243.0,,,44.0,
2020-02,,Vlaams Gewest,Belgium,233900,208841.0,,,25047.0,,,12.0,
2020-03,,Vlaams Gewest,Belgium,258430,238416.0,,,20003.0,,,11.0,
2020-04,,Vlaams Gewest,Belgium,337853,316033.0,,,21814.0,,,6.0,
2020-05,,Vlaams Gewest,Belgium,285744,264957.0,,,20778.0,,,9.0,
2020-06,,Vlaams Gewest,Belgium,223732,204992.0,,,18738.0,,,2.0,
2020-07,,Vlaams Gewest,Belgium,228292,209373.0,,,18906.0,,,13.0,
2020-08,,Vlaams Gewest,Belgium,221271,201870.0,,,19390.0,,,11.0,
2020-09,,Vlaams Gewest,Belgium,223129,203195.0,,,19923.0,,,11.0,
2020-10,,Vlaams Gewest,Belgium,260268,236541.0,,,23713.0,,,14.0,
2020-11,,Vlaams Gewest,Belgium,228625,206966.0,,,21653.0,,,6.0,
2020-12,,Vlaams Gewest,Belgium,223063,199904.0,,,23157.0,,,2.0,
2021-01,,Vlaams Gewest,Belgium,222953,202267.0,,,20673.0,,,13.0,
2021-02,,Vlaams Gewest,Belgium,201754,184159.0,,,17590.0,,,5.0,
2021-03,,Vlaams Gewest,Belgium,243085,222740.0,,,20332.0,,,13.0,
2021-04,,Vlaams Gewest,Belgium,231545,211977.0,,,19559.0,,,9.0,
2021-05,,Vlaams Gewest,Belgium,250736,230398.0,,,20329.0,,,9.0,
2021-06,,Vlaams Gewest,Belgium,358962,333419.0,,,25528.0,,,15.0,
2021-07,,Vlaams Gewest,Belgium,319324,291861.0,,,27446.0,,,17.0,
2021-08,,Vlaams Gewest,Belgium,271818,247174.0,,,24637.0,,,7.0,
2021-09,,Vlaams Gewest,Belgium,245675,224085.0,,,21581.0,,,9.0,
2021-10,,Vlaams Gewest,Belgium,246415,221904.0,,,24502.0,,,9.0,
2021-11,,Vlaams Gewest,Belgium,236545,213297.0,,,23239.0,,,9.0,
2021-12,,Vlaams Gewest,Belgium,236484,215434.0,,,21048.0,,,2.0,
2022-01,,Vlaams Gewest,Belgium,258917,233980.0,,,24931.0,,,6.0,
2022-02,,Vlaams Gewest,Belgium,271862,246411.0,,,25442.0,,,9.0,
2022-03,,Vlaams Gewest,Belgium,293137,257863.0,,,35256.0,,,18.0,
2022-04,,Vlaams Gewest,Belgium,268628,240433.0,,,28184.0,,,11.0,
2022-05,,Vlaams Gewest,Belgium,268794,239223.0,,,29560.0,,,11.0,
2022-06,,Vlaams Gewest,Belgium,269281,237481.0,,,31790.0,,,10.0,
2022-07,,Vlaams Gewest,Belgium,277004,241589.0,,,35407.0,,,8.0,
2022-08,,Vlaams Gewest,Belgium,282082,246130.0,,,35945.0,,,7.0,
2022-09,,Vlaams Gewest,Belgium,299161,263619.0,,,35534.0,,,8.0,
2022-10,,Vlaams Gewest,Belgium,301945,264820.0,,,37119.0,,,6.0,
2022-11,,Vlaams Gewest,Belgium,410897,370346.0,,,40534.0,,,17.0,
2022-12,,Vlaams Gewest,Belgium,325049,291228.0,,,33806.0,,,15.0,
2023-01,,Vlaams Gewest,Belgium,286070,254399.0,,,31665.0,,,6.0,
2023-02,,Vlaams Gewest,Belgium,263881,233781.0,,,30090.0,,,10.0,
2023-03,,Vlaams Gewest,Belgium,289752,256588.0,,,33155.0,,,9.0,
2023-04,,Vlaams Gewest,Belgium,271398,237970.0,,,33410.0,,,18.0,
2023-05,,Vlaams Gewest,Belgium,296864,258520.0,,,38327.0,,,17.0,
2023-06,,Vlaams Gewest,Belgium,293234,254526.0,,,38700.0,,,8.0,
2023-07,,Vlaams Gewest,Belgium,326028,282351.0,,,43660.0,,,17.0,
2023-08,,Vlaams Gewest,Belgium,295577,254670.0,,,40900.0,,,7.0,
2023-09,,Vlaams Gewest,Belgium,272326,232289.0,,,40025.0,,,12.0,
2023-10,,Vlaams Gewest,Belgium,304504,259835.0,,,44665.0,,,4.0,
2023-11,,Vlaams Gewest,Belgium,280899,244621.0,,,36272.0,,,6.0,
2023-12,,Vlaams Gewest,Belgium,272768,236746.0,,,36019.0,,,3.0,
2024-01,,Vlaams Gewest,Belgium,308470,263808.0,,,44654.0,,,8.0,
2024-02,,Vlaams Gewest,Belgium,271134,232151.0,,,38973.0,,,10.0,
2024-03,,Vlaams Gewest,Belgium,293448,253946.0,,,39491.0,,,11.0,
2024-04,,Vlaams Gewest,Belgium,263472,226104.0,,,37356.0,,,12.0,
2024-05,,Vlaams Gewest,Belgium,257103,221551.0,,,35541.0,,,11.0,
2024-06,,Vlaams Gewest,Belgium,310340,275917.0,,,34416.0,,,7.0,
2024-07,,Vlaams Gewest,Belgium,290208,254799.0,,,35404.0,,,5.0,
2024-08,,Vlaams Gewest,Belgium,256560,224217.0,,,32335.0,,,8.0,
2024-09,,Vlaams Gewest,Belgium,220809,189125.0,,,31675.0,,,9.0,
2024-10,,Vlaams Gewest,Belgium,224675,193397.0,,,31236.0,,,42.0,
2024-11,,Vlaams Gewest,Belgium,220712,191538.0,,,29167.0,,,7.0,
2024-12,,Vlaams Gewest,Belgium,232336,202288.0,,,30046.0,,,2.0,
2020-01,,Prov. Antwerpen,Belgium,236830,235585.0,,,,,,,1245.0
2020-02,,Prov. Antwerpen,Belgium,209985,208841.0,,,,,,,1144.0
2020-03,,Prov. Antwerpen,Belgium,239336,238416.0,,,,,,,920.0
2020-04,,Prov. Antwerpen,Belgium,316991,316033.0,,,,,,,958.0
2020-05,,Prov. Antwerpen,Belgium,265848,264957.0,,,,,,,891.0
2020-06,,Prov. Antwerpen,Belgium,205876,204992.0,,,,,,,884.0
2020-07,,Prov. Antwerpen,Belgium,210304,209373.0,,,,,,,931.0
2020-08,,Prov. Antwerpen,Belgium,202599,201870.0,,,,,,,729.0
2020-09,,Prov. Antwerpen,Belgium,203858,203195.0,,,,,,,663.0
2020-10,,Prov. Antwerpen,Belgium,237227,236541.0,,,,,,,686.0
2020-11,,Prov. Antwerpen,Belgium,207580,206966.0,,,,,,,614.0
2020-12,,Prov. Antwerpen,Belgium,200542,199904.0,,,,,,,638.0
2021-01,,Prov. Antwerpen,Belgium,202945,202267.0,,,,,,,678.0
2021-02,,Prov. Antwerpen,Belgium,185005,184159.0,,,,,,,846.0
2021-03,,Prov. Antwerpen,Belgium,223674,222740.0,,,,,,,934.0
2021-04,,Prov. Antwerpen,Belgium,212872,211977.0,,,,,,,895.0
2021-05,,Prov. Antwerpen,Belgium,231275,230398.0,,,,,,,877.0
2021-06,,Prov. Antwerpen,Belgium,334347,333419.0,,,,,,,928.0
2021-07,,Prov. Antwerpen,Belgium,292905,291861.0,,,,,,,1044.0
2021-08,,Prov. Antwerpen,Belgium,248437,247174.0,,,,,,,1263.0
2021-09,,Prov. Antwerpen,Belgium,225058,224085.0,,,,,,,973.0
2021-10,,Prov. Antwerpen,Belgium,222905,221904.0,,,,,,,1001.0
2021-11,,Prov. Antwerpen,Belgium,214138,213297.0,,,,,,,841.0
2021-12,,Prov. Antwerpen,Belgium,216389,215434.0,,,,,,,955.0
2022-01,,Prov. Antwerpen,Belgium,235037,233980.0,,,,,,,1057.0
2022-02,,Prov. Antwerpen,Belgium,247417,246411.0,,,,,,,1006.0
2022-03,,Prov. Antwerpen,Belgium,258868,257863.0,,,,,,,1005.0
2022-04,,Prov. Antwerpen,Belgium,241592,240433.0,,,,,,,1159.0
2022-05,,Prov. Antwerpen,Belgium,240370,239223.0,,,,,,,1147.0
2022-06,,Prov. Antwerpen,Belgium,238431,237481.0,,,,,,,950.0
2022-07,,Prov. Antwerpen,Belgium,242693,241589.0,,,,,,,1104.0
2022-08,,Prov. Antwerpen,Belgium,247329,246130.0,,,,,,,1199.0
2022-09,,Prov. Antwerpen,Belgium,264535,263619.0,,,,,,,916.0
2022-10,,Prov. Antwerpen,Belgium,265839,264820.0,,,,,,,1019.0
2022-11,,Prov. Antwerpen,Belgium,371228,370346.0,,,,,,,882.0
2022-12,,Prov. Antwerpen,Belgium,292000,291228.0,,,,,,,772.0
2023-01,,Prov. Antwerpen,Belgium,255244,254399.0,,,,,,,845.0
2023-02,,Prov. Antwerpen,Belgium,234560,233781.0,,,,,,,779.0
2023-03,,Prov. Antwerpen,Belgium,257556,256588.0,,,,,,,968.0
2023-04,,Prov. Antwerpen,Belgium,239077,237970.0,,,,,,,1107.0
2023-05,,Prov. Antwerpen,Belgium,259703,258520.0,,,,,,,1183.0
2023-06,,Prov. Antwerpen,Belgium,255573,254526.0,,,,,,,1047.0
2023-07,,Prov. Antwerpen,Belgium,283524,282351.0,,,,,,,1173.0
2023-08,,Prov. Antwerpen,Belgium,255729,254670.0,,,,,,,1059.0
2023-09,,Prov. Antwerpen,Belgium,233236,232289.0,,,,,,,947.0
2023-10,,Prov. Antwerpen,Belgium,260745,259835.0,,,,,,,910.0
2023-11,,Prov. Antwerpen,Belgium,245505,244621.0,,,,,,,884.0
2023-12,,Prov. Antwerpen,Belgium,237526,236746.0,,,,,,,780.0
2024-01,,Prov. Antwerpen,Belgium,264726,263808.0,,,,,,,918.0
2024-02,,Prov. Antwerpen,Belgium,233018,232151.0,,,,,,,867.0
2024-03,,Prov. Antwerpen,Belgium,254965,253946.0,,,,,,,1019.0
2024-04,,Prov. Antwerpen,Belgium,227147,226104.0,,,,,,,1043.0
2024-05,,Prov. Antwerpen,Belgium,222679,221551.0,,,,,,,1128.0
2024-06,,Prov. Antwerpen,Belgium,276856,275917.0,,,,,,,939.0
2024-07,,Prov. Antwerpen,Belgium,255901,254799.0,,,,,,,1102.0
2024-08,,Prov. Antwerpen,Belgium,225271,224217.0,,,,,,,1054.0
2024-09,,Prov. Antwerpen,Belgium,190128,189125.0,,,,,,,1003.0
2024-10,,Prov. Antwerpen,Belgium,194470,193397.0,,,,,,,1073.0
2024-11,,Prov. Antwerpen,Belgium,192364,191538.0,,,,,,,826.0
2024-12,,Prov. Antwerpen,Belgium,203019,202288.0,,,,,,,731.0
2020-01,,Arr. Antwerpen,Belgium,235585,235585.0,,,,,,,
2020-02,,Arr. Antwerpen,Belgium,208841,208841.0,,,,,,,
2020-03,,Arr. Antwerpen,Belgium,238416,238416.0,,,,,,,
2020-04,,Arr. Antwerpen,Belgium,316033,316033.0,,,,,,,
2020-05,,Arr. Antwerpen,Belgium,264957,264957.0,,,,,,,
2020-06,,Arr. Antwerpen,Belgium,204992,204992.0,,,,,,,
2020-07,,Arr. Antwerpen,Belgium,209373,209373.0,,,,,,,
2020-08,,Arr. Antwerpen,Belgium,201870,201870.0,,,,,,,
2020-09,,Arr. Antwerpen,Belgium,203195,203195.0,,,,,,,
2020-10,,Arr. Antwerpen,Belgium,236541,236541.0,,,,,,,
2020-11,,Arr. Antwerpen,Belgium,206966,206966.0,,,,,,,
2020-12,,Arr. Antwerpen,Belgium,199904,199904.0,,,,,,,
2021-01,,Arr. Antwerpen,Belgium,202267,202267.0,,,,,,,
2021-02,,Arr. Antwerpen,Belgium,184159,184159.0,,,,,,,
2021-03,,Arr. Antwerpen,Belgium,222740,222740.0,,,,,,,
2021-04,,Arr. Antwerpen,Belgium,211977,211977.0,,,,,,,
2021-05,,Arr. Antwerpen,Belgium,230398,230398.0,,,,,,,
2021-06,,Arr. Antwerpen,Belgium,333419,333419.0,,,,,,,
2021-07,,Arr. Antwerpen,Belgium,291861,291861.0,,,,,,,
2021-08,,Arr. Antwerpen,Belgium,247174,247174.0,,,,,,,
2021-09,,Arr. Antwerpen,Belgium,224085,224085.0,,,,,,,
2021-10,,Arr. Antwerpen,Belgium,221904,221904.0,,,,,,,
2021-11,,Arr. Antwerpen,Belgium,213297,213297.0,,,,,,,
2021-12,,Arr. Antwerpen,Belgium,215434,215434.0,,,,,,,
2022-01,,Arr. Antwerpen,Belgium,233980,233980.0,,,,,,,
2022-02,,Arr. Antwerpen,Belgium,246411,246411.0,,,,,,,
2022-03,,Arr. Antwerpen,Belgium,257863,257863.0,,,,,,,
2022-04,,Arr. Antwerpen,Belgium,240433,240433.0,,,,,,,
2022-05,,Arr. Antwerpen,Belgium,239223,239223.0,,,,,,,
2022-06,,Arr. Antwerpen,Belgium,237481,237481.0,,,,,,,
2022-07,,Arr. Antwerpen,Belgium,241589,241589.0,,,,,,,
2022-08,,Arr. Antwerpen,Belgium,246130,246130.0,,,,,,,
2022-09,,Arr. Antwerpen,Belgium,263619,263619.0,,,,,,,
2022-10,,Arr. Antwerpen,Belgium,264820,264820.0,,,,,,,
2022-11,,Arr. Antwerpen,Belgium,370346,370346.0,,,,,,,
2022-12,,Arr. Antwerpen,Belgium,291228,291228.0,,,,,,,
2023-01,,Arr. Antwerpen,Belgium,254399,254399.0,,,,,,,
2023-02,,Arr. Antwerpen,Belgium,233781,233781.0,,,,,,,
2023-03,,Arr. Antwerpen,Belgium,256588,256588.0,,,,,,,
2023-04,,Arr. Antwerpen,Belgium,237970,237970.0,,,,,,,
2023-05,,Arr. Antwerpen,Belgium,258520,258520.0,,,,,,,
2023-06,,Arr. Antwerpen,Belgium,254526,254526.0,,,,,,,
2023-07,,Arr. Antwerpen,Belgium,282351,282351.0,,,,,,,
2023-08,,Arr. Antwerpen,Belgium,254670,254670.0,,,,,,,
2023-09,,Arr. Antwerpen,Belgium,232289,232289.0,,,,,,,
2023-10,,Arr. Antwerpen,Belgium,259835,259835.0,,,,,,,
2023-11,,Arr. Antwerpen,Belgium,244621,244621.0,,,,,,,
2023-12,,Arr. Antwerpen,Belgium,236746,236746.0,,,,,,,
2024-01,,Arr. Antwerpen,Belgium,263808,263808.0,,,,,,,
2024-02,,Arr. Antwerpen,Belgium,232151,232151.0,,,,,,,
2024-03,,Arr. Antwerpen,Belgium,253946,253946.0,,,,,,,
2024-04,,Arr. Antwerpen,Belgium,226104,226104.0,,,,,,,
2024-05,,Arr. Antwerpen,Belgium,221551,221551.0,,,,,,,
2024-06,,Arr. Antwerpen,Belgium,275917,275917.0,,,,,,,
2024-07,,Arr. Antwerpen,Belgium,254799,254799.0,,,,,,,
2024-08,,Arr. Antwerpen,Belgium,224217,224217.0,,,,,,,
2024-09,,Arr. Antwerpen,Belgium,189125,189125.0,,,,,,,
2024-10,,Arr. Antwerpen,Belgium,193397,193397.0,,,,,,,
2024-11,,Arr. Antwerpen,Belgium,191538,191538.0,,,,,,,
2024-12,,Arr. Antwerpen,Belgium,202288,202288.0,,,,,,,
