country,region,county,city,date,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-05-01,16,50,51,15,11,25
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-06-01,15,56,51,13,13,27
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-07-01,14,60,53,19,13,32
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-08-01,19,100,96,22,19,51
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-09-01,10,57,58,16,12,32
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-10-01,7,40,41,12,7,21
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-11-01,6,35,42,12,3,21
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2025-12-01,8,40,47,9,5,26
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2026-01-01,15,65,80,9,4,17
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2026-02-01,11,63,71,12,7,21
Croatia,Jadranska Hrvatska,Split-Dalmatia County,split,2026-03-01,12,71,83,14,6,24
